idx,연승,마명,산지,성별,연령,중량,기수명,마체중,단승배당,연승배당,grade,length,date,데뷔일자,경주마1등,경주마2등,경주마3등,경주마총전적,경주마3등이내횟수,경주마3등이내확률,기수1등,기수2등,기수3등,기수총전적,기수3등이내횟수,기수3등이내확률,마체중증감,money_log
677,0,구름타고,0.260997247,0.249026395,0.304899931,56.0,방춘식,469,16.5,4.2,국6등급,1400M,20210912,19900601,0,0,0,6,0,0.0,371,376,416,4876,1163,0.2385,1,20.407394684162252
678,0,구름타고,0.260997247,0.249026395,0.304899931,56.0,방춘식,464,66.0,5.8,국6등급,1400M,20210718,19900601,0,0,0,5,0,0.0,369,376,415,4853,1160,0.239,0,20.407394684162252
679,0,구름타고,0.260997247,0.249026395,0.304899931,56.0,방춘식,471,94.1,22.5,국6등급,1300M,20210627,19900601,0,0,0,4,0,0.0,369,375,415,4844,1159,0.2393,0,20.407394684162252
680,0,구름타고,0.260997247,0.249026395,0.304899931,56.0,방춘식,473,2286.3,20.3,국6등급,1200M,20210605,19900601,0,0,0,3,0,0.0,369,375,415,4836,1159,0.2397,1,20.407394684162252
681,0,구름타고,0.260997247,0.249026395,0.304899931,56.0,최원준,466,57.9,34.2,국6등급,1000M,20210523,20070601,0,0,0,2,0,0.0,88,121,147,2055,356,0.1732,1,20.407394684162252
682,0,구억마알,0.260997247,0.23702337,0.269046439,52.0,다비드,466,8.6,2.2,국4등급,1200M,20220828,20171201,2,3,0,17,5,0.2941,133,154,150,1703,437,0.2566,1,20.009516056877825
683,0,구억마알,0.260997247,0.23702337,0.269046439,53.0,다비드,455,23.2,5.7,국4등급,1400M,20220710,20171201,2,3,0,16,5,0.3125,129,151,145,1668,425,0.2548,0,20.009516056877825
684,0,구억마알,0.260997247,0.23702337,0.269046439,52.0,다비드,460,4.1,1.6,국4등급,1200M,20220612,20171201,2,3,0,15,5,0.3333,128,149,143,1653,420,0.2541,1,20.009516056877825
685,0,구억마알,0.260997247,0.23702337,0.269046439,54.0,다비드,453,8.4,2.3,국4등급,1200M,20220501,20171201,2,3,0,14,5,0.3571,124,145,141,1617,410,0.2536,0,20.009516056877825
686,0,구억마알,0.260997247,0.23702337,0.269046439,54.0,다비드,462,5.0,1.6,국4등급,1200M,20220326,20171201,2,3,0,13,5,0.3846,120,143,136,1583,399,0.2521,1,20.009516056877825
687,0,구억마알,0.260997247,0.23702337,0.269046439,52.0,다비드,458,9.4,3.5,국4등급,1200M,20220226,20171201,2,3,0,12,5,0.4167,120,140,132,1552,392,0.2526,0,20.009516056877825
688,0,구억마알,0.260997247,0.23702337,0.269046439,52.0,먼로,462,14.8,4.8,국4등급,1400M,20220108,20190201,2,3,0,11,5,0.4545,109,128,108,966,345,0.3571,0,20.009516056877825
689,1,구억마알,0.260997247,0.23702337,0.304899931,54.5,송재철,463,4.6,1.8,국5등급,1200M,20211204,20130601,1,3,0,10,4,0.4,229,271,269,2976,769,0.2584,1,20.009516056877825
690,1,구억마알,0.260997247,0.23702337,0.304899931,54.5,다비드,457,3.1,1.5,국5등급,1200M,20211106,20171201,1,2,0,9,3,0.3333,102,130,122,1449,354,0.2443,0,20.009516056877825
691,0,구억마알,0.260997247,0.23702337,0.304899931,53.0,송재철,460,19.2,2.2,국5등급,1200M,20211009,20130601,1,2,0,8,3,0.375,221,261,263,2878,745,0.2589,1,20.009516056877825
692,0,구억마알,0.260997247,0.23702337,0.304899931,54.0,다비드,455,9.7,1.7,국5등급,1300M,20210808,20171201,1,2,0,7,3,0.4286,94,124,110,1353,328,0.2424,0,20.009516056877825
693,0,구억마알,0.260997247,0.23702337,0.304899931,52.0,임다빈,459,9.0,3.3,국5등급,1200M,20210704,20200717,1,2,0,6,3,0.5,27,22,28,303,77,0.2541,1,20.009516056877825
694,0,구억마알,0.260997247,0.23702337,0.304899931,54.0,최범현,453,4.1,2.0,국5등급,1200M,20210529,20010706,1,2,0,5,3,0.6,829,772,701,6649,2302,0.3462,0,20.009516056877825
695,0,구억마알,0.260997247,0.23702337,0.304899931,55.5,최범현,460,4.2,1.2,국5등급,1400M,20210425,20010706,1,2,0,4,3,0.75,825,768,698,6619,2291,0.3461,0,20.009516056877825
696,0,구억마알,0.260997247,0.23702337,0.304899931,54.0,최범현,461,2.7,1.4,국5등급,1200M,20210321,20010706,1,2,0,3,3,1.0,819,766,696,6580,2281,0.3467,1,20.009516056877825
697,1,구억마알,0.260997247,0.23702337,0.304899931,52.5,최범현,451,2.0,1.8,국5등급,1200M,20210129,20010706,1,1,0,2,2,1.0,816,760,692,6538,2268,0.3469,1,20.009516056877825
698,1,구억마알,0.260997247,0.23702337,0.275362319,53.0,최범현,441,1.4,1.1,국6등급,1000M,20201122,20010706,0,1,0,1,1,1.0,811,753,690,6502,2254,0.3467,0,20.009516056877825
699,0,구통사,0.260997247,0.249026395,0.074666667,53.0,김동수,475,232.6,67.1,1등급,1400M,20210307,20140605,9,2,3,31,14,0.4516,248,263,285,2679,796,0.2971,0,20.371559857231734
700,0,구통사,0.260997247,0.249026395,0.14217633,54.0,이동진,477,109.3,9.0,1등급,1800M,20201206,20170602,9,2,3,30,14,0.4667,48,53,51,734,152,0.2071,0,20.371559857231734
701,0,구통사,0.260997247,0.249026395,0.14217633,54.0,박병윤,480,10.4,3.5,1등급,1800M,20201016,20080618,9,2,3,29,14,0.4828,154,184,190,2400,528,0.22,1,20.371559857231734
702,1,국대클래스,0.260997247,0.249026395,0.304899931,56.0,신형철,473,4.7,1.5,국6등급,1200M,20220924,19880401,1,0,1,4,2,0.5,764,801,752,7321,2317,0.3165,1,18.660465817806067
703,1,국대클래스,0.260997247,0.249026395,0.304899931,56.0,박태종,467,57.5,7.4,국6등급,1200M,20220820,19870401,1,0,0,3,1,0.3333,2188,2022,1712,15104,5922,0.3921,1,18.660465817806067
704,0,국대클래스,0.260997247,0.249026395,0.304899931,56.0,박태종,454,8.8,2.1,국6등급,1300M,20220514,19870401,1,0,0,2,1,0.5,2180,2013,1703,15006,5896,0.3929,0,18.660465817806067
705,0,국대클래스,0.260997247,0.249026395,0.304899931,56.0,박태종,460,20.4,3.3,국6등급,1300M,20220416,19870401,1,0,0,1,1,1.0,2177,2007,1702,14971,5886,0.3932,-1,18.660465817806067
706,0,국제공항,0.254200542,0.23702337,0.304899931,52.0,다비드,480,31.9,10.4,혼4등급,1400M,20220813,20171201,0,0,0,2,0,0.0,130,152,147,1682,429,0.2551,0,20.244836868400576
707,0,국향,0.260997247,0.23702337,0.269046439,54.0,조상범,484,12.1,2.1,국6등급,1200M,20220814,20140605,0,1,1,13,2,0.1538,69,134,131,1698,334,0.1967,0,19.241291556076806
708,0,국향,0.260997247,0.23702337,0.269046439,54.0,조상범,485,25.5,2.4,국6등급,1200M,20220703,20140605,0,1,1,12,2,0.1667,68,131,130,1670,329,0.197,0,19.241291556076806
709,0,국향,0.260997247,0.23702337,0.269046439,54.0,정정희,493,6.2,2.0,국6등급,1200M,20220604,20140605,0,1,1,11,2,0.1818,100,112,125,1744,337,0.1932,1,19.241291556076806
710,0,국향,0.260997247,0.23702337,0.269046439,54.0,임기원,483,2.2,1.1,국6등급,1200M,20220424,20130619,0,1,1,10,2,0.2,375,286,302,2697,963,0.3571,1,19.241291556076806
711,1,국향,0.260997247,0.23702337,0.269046439,54.5,정정희,475,25.4,2.6,국6등급,1200M,20220312,20140605,0,1,0,9,1,0.1111,92,103,117,1656,312,0.1884,1,19.241291556076806
712,0,국향,0.260997247,0.23702337,0.269046439,54.5,정정희,473,22.2,4.2,국6등급,1200M,20220116,20140605,0,1,0,8,1,0.125,85,99,111,1590,295,0.1855,1,19.241291556076806
713,0,국향,0.260997247,0.23702337,0.304899931,54.0,임기원,471,52.7,9.6,국6등급,1000M,20210619,20130619,0,1,0,7,1,0.1429,351,267,285,2551,903,0.354,0,19.241291556076806
714,0,국향,0.260997247,0.23702337,0.304899931,54.0,안토니오,474,8.2,8.2,국6등급,1200M,20210508,20170506,0,1,0,6,1,0.1667,229,206,160,1654,595,0.3597,1,19.241291556076806
715,0,국향,0.260997247,0.23702337,0.304899931,55.0,안토니오,469,8.9,1.5,국6등급,1200M,20210403,20170506,0,1,0,5,1,0.2,224,198,156,1616,578,0.3577,1,19.241291556076806
716,1,국향,0.260997247,0.23702337,0.304899931,54.5,이용호,468,26.4,6.1,국6등급,1000M,20210221,20150617,0,0,0,4,0,0.0,44,53,54,632,151,0.2389,0,19.241291556076806
717,0,국향,0.260997247,0.23702337,0.275362319,53.0,임기원,470,9999.9,9999.9,국6등급,1200M,20201212,20130619,0,0,0,3,0,0.0,327,249,274,2418,850,0.3515,0,19.241291556076806
718,0,국향,0.260997247,0.23702337,0.275362319,53.0,임기원,477,15.6,17.3,국6등급,1200M,20201023,20130619,0,0,0,2,0,0.0,320,242,269,2380,831,0.3492,1,19.241291556076806
719,0,굴참나무숲,0.260997247,0.23702337,0.14217633,52.0,이철경,486,17.1,3.1,국4등급,1300M,20210807,20160618,3,0,1,21,4,0.1905,73,88,81,982,242,0.2464,-1,18.70420691509701
720,0,굴참나무숲,0.260997247,0.23702337,0.14217633,52.0,다비드,504,100.2,4.3,국4등급,1200M,20210626,20171201,3,0,1,20,4,0.2,91,117,109,1314,317,0.2412,0,18.70420691509701
721,0,굴참나무숲,0.260997247,0.23702337,0.14217633,52.0,이철경,506,92.6,19.4,국4등급,1400M,20210529,20160618,3,0,1,19,4,0.2105,72,81,79,942,232,0.2463,1,18.70420691509701
722,0,굴참나무숲,0.260997247,0.23702337,0.14217633,53.5,이철경,505,166.3,18.8,국4등급,1200M,20210417,20160618,3,0,1,18,4,0.2222,68,78,76,909,222,0.2442,1,18.70420691509701
723,0,굴참나무숲,0.260997247,0.23702337,0.14217633,53.0,이철경,503,70.9,7.1,혼4등급,1400M,20210228,20160618,3,0,1,17,4,0.2353,65,76,76,884,217,0.2455,0,18.70420691509701
724,0,굴참나무숲,0.260997247,0.23702337,0.203189604,53.0,김정준,503,9999.9,9999.9,국4등급,1400M,20201212,20100609,3,0,1,16,4,0.25,142,189,190,2450,521,0.2127,0,18.70420691509701
725,0,굴참나무숲,0.260997247,0.23702337,0.203189604,52.5,이철경,508,175.9,12.0,국4등급,1200M,20201114,20160618,3,0,1,15,4,0.2667,62,71,65,809,198,0.2447,1,18.70420691509701
726,1,굿니센,0.260997247,0.288180611,0.304899931,54.0,문세영,477,1.6,1.1,국5등급,1300M,20220319,20010706,1,0,1,3,2,0.6667,1763,1306,995,8337,4064,0.4875,1,20.775211120392896
727,1,굿니센,0.260997247,0.288180611,0.304899931,54.5,이혁,474,3.4,1.7,국5등급,1300M,20220213,20110824,1,0,0,2,1,0.5,371,335,339,4161,1045,0.2511,0,20.775211120392896
728,1,굿니센,0.260997247,0.288180611,0.304899931,56.0,김용근,483,5.0,1.7,국6등급,1200M,20220116,20050504,0,0,0,1,0,0.0,801,665,577,5119,2043,0.3991,0,20.775211120392896
729,0,굿니센,0.260997247,0.288180611,0.275362319,55.0,다비드,484,7.8,2.1,국6등급,1000M,20211127,20171201,0,0,0,0,0,0.0,113,131,125,1483,369,0.2488,0,20.775211120392896
730,0,굿마운트,0.260997247,0.288180611,0.203189604,56.0,부민호,482,64.0,61.9,국5등급,1200M,20201101,20070601,1,0,0,6,1,0.1667,122,113,134,1739,369,0.2122,1,18.798332776218235
731,0,굿바우,0.260997247,0.23702337,0.203189604,52.5,이혁,489,21.2,4.8,국4등급,1200M,20220130,20110824,2,1,2,10,5,0.5,371,333,339,4153,1043,0.2511,0,19.470763707929468
732,0,굿바우,0.260997247,0.23702337,0.269046439,52.5,다비드,490,50.3,13.5,국4등급,1200M,20211127,20171201,2,1,2,9,5,0.5556,113,132,125,1487,370,0.2488,-1,19.470763707929468
733,0,굿바우,0.260997247,0.23702337,0.269046439,54.0,다비드,507,6.5,3.1,국4등급,1300M,20210807,20171201,2,1,2,8,5,0.625,93,124,110,1349,327,0.2424,1,19.470763707929468
734,0,굿바우,0.260997247,0.23702337,0.269046439,54.0,다비드,484,13.4,1.8,국4등급,1200M,20210417,20171201,2,1,2,7,5,0.7143,89,110,104,1254,303,0.2416,1,19.470763707929468
735,0,굿바우,0.260997247,0.23702337,0.269046439,52.0,다비드,483,13.1,2.7,국4등급,1200M,20210314,20171201,2,1,2,6,5,0.8333,89,109,103,1226,301,0.2455,0,19.470763707929468
736,0,굿바우,0.260997247,0.23702337,0.269046439,53.0,다비드,483,9999.9,9999.9,국4등급,1200M,20210122,20171201,2,1,2,5,5,1.0,89,107,101,1188,297,0.25,-1,19.470763707929468
737,1,굿바우,0.260997247,0.23702337,0.304899931,53.0,다비드,495,1.4,1.7,국4등급,1200M,20201206,20171201,2,1,1,4,4,1.0,88,106,95,1154,289,0.2504,1,19.470763707929468
738,1,굿바우,0.260997247,0.23702337,0.304899931,53.0,이혁,494,5.8,4.0,국4등급,1200M,20201016,20110824,2,1,0,3,3,1.0,321,291,290,3713,902,0.2429,1,19.470763707929468
739,0,굿센스,0.254200542,0.249026395,0.14217633,56.0,빅투아르,499,17.3,6.1,혼4등급,1800M,20220226,20170705,0,3,2,19,5,0.2632,169,180,185,1668,534,0.3201,0,21.66716520548202
740,0,굿센스,0.254200542,0.249026395,0.203189604,53.0,이혁,509,11.7,2.7,혼4등급,1400M,20211219,20110824,0,3,2,18,5,0.2778,365,326,335,4094,1026,0.2506,0,21.66716520548202
741,0,굿센스,0.254200542,0.249026395,0.203189604,53.5,최범현,513,71.9,6.2,혼4등급,1400M,20211024,20010706,0,3,2,17,5,0.2941,844,793,711,6746,2348,0.3481,1,21.66716520548202
742,0,굿센스,0.254200542,0.249026395,0.203189604,53.5,이혁,498,6.5,2.1,혼4등급,1400M,20210718,20110824,0,3,2,16,5,0.3125,352,315,326,3992,993,0.2487,1,21.66716520548202
743,1,굿센스,0.254200542,0.249026395,0.203189604,55.0,이혁,494,4.5,1.9,혼4등급,1800M,20210411,20110824,0,3,1,15,4,0.2667,337,307,312,3895,956,0.2454,0,21.66716520548202
744,0,굿센스,0.254200542,0.249026395,0.203189604,55.0,이용호,504,5.9,3.2,혼4등급,1700M,20210221,20150617,0,3,1,14,4,0.2857,44,53,54,631,151,0.2393,1,21.66716520548202
745,1,굿센스,0.254200542,0.249026395,0.269046439,55.0,이혁,503,2.8,5.0,혼4등급,1400M,20201205,20110824,0,3,0,13,3,0.2308,324,296,302,3774,922,0.2443,0,21.66716520548202
746,0,굿센스,0.254200542,0.249026395,0.269046439,55.0,이혁,503,3.3,1.0,혼4등급,1400M,20201023,20110824,0,3,0,12,3,0.25,321,291,291,3719,903,0.2428,1,21.66716520548202
747,0,굿승리,0.260997247,0.23702337,0.304899931,54.0,김효정,494,27.7,4.5,국6등급,1200M,20220410,20170602,0,0,0,2,0,0.0,57,67,87,1214,211,0.1738,1,19.56806218863273
748,0,굿승리,0.260997247,0.23702337,0.304899931,54.0,김효정,474,42.5,8.6,국6등급,1000M,20220122,20170602,0,0,0,1,0,0.0,52,66,82,1141,200,0.1753,0,19.56806218863273
749,0,굿승리,0.260997247,0.23702337,0.304899931,54.0,김효정,478,104.0,26.8,국6등급,1000M,20220108,20170602,0,0,0,0,0,0.0,52,66,81,1121,199,0.1775,-1,19.56806218863273
750,0,굿원더,0.260997247,0.23702337,0.203189604,53.0,김동수,512,51.1,11.5,국5등급,1400M,20210808,20140605,1,0,2,13,3,0.2308,254,270,296,2803,820,0.2925,1,20.702117976990372
751,0,굿원더,0.260997247,0.23702337,0.203189604,53.5,우에다,503,52.6,5.9,국5등급,1300M,20210502,20200401,1,0,2,12,3,0.25,5,8,9,177,22,0.1243,1,20.702117976990372
752,0,굿원더,0.260997247,0.23702337,0.203189604,54.0,최범현,500,105.3,31.8,국5등급,1400M,20210321,20010706,1,0,2,11,3,0.2727,819,766,696,6581,2281,0.3466,0,20.702117976990372
753,0,굿원더,0.260997247,0.23702337,0.203189604,54.5,먼로,510,9999.9,3.5,국5등급,1300M,20210122,20190201,1,0,2,10,3,0.3,74,89,78,649,241,0.3713,1,20.702117976990372
754,1,굿원더,0.260997247,0.23702337,0.269046439,54.0,최범현,509,9.1,2.2,국5등급,1400M,20201121,20010706,1,0,1,9,2,0.2222,811,753,689,6500,2253,0.3466,-1,20.702117976990372
755,0,굿원더,0.260997247,0.23702337,0.269046439,53.5,함완식,523,9.0,3.9,국5등급,1300M,20201107,19980615,1,0,1,8,2,0.25,732,742,672,5789,2146,0.3707,1,20.702117976990372
756,0,굿초이스,0.260997247,0.288180611,0.14217633,51.0,박태종,523,384.7,31.2,국5등급,1200M,20210404,19870401,1,0,3,32,4,0.125,2148,1987,1679,14762,5814,0.3938,0,21.529181910891236
757,0,굿초이스,0.260997247,0.288180611,0.14217633,52.0,문정균,527,3151.1,36.4,국5등급,1200M,20210307,19980615,1,0,3,31,4,0.129,442,529,534,6253,1505,0.2407,1,21.529181910891236
758,0,굿초이스,0.260997247,0.288180611,0.203189604,52.0,김동수,525,315.8,44.2,국5등급,1200M,20201121,20140605,1,0,3,30,4,0.1333,243,256,282,2605,781,0.2998,1,21.529181910891236
759,0,굿초이스,0.260997247,0.288180611,0.203189604,54.0,방춘식,522,11.8,3.9,국5등급,1200M,20201023,19900601,1,0,3,29,4,0.1379,369,373,413,4774,1155,0.2419,0,21.529181910891236
760,0,굿카보,0.260997247,0.288180611,0.275362319,55.0,김용근,489,16.0,5.3,국6등급,1000M,20220724,20050504,0,0,0,2,0,0.0,834,688,591,5325,2113,0.3968,0,20.33594537950929
761,0,굿카보,0.260997247,0.288180611,0.275362319,55.0,문세영,493,2.5,1.2,국6등급,1000M,20220702,20010706,0,0,0,1,0,0.0,1777,1317,1006,8396,4100,0.4883,1,20.33594537950929
762,0,굿퍼지,0.260997247,0.23702337,0.304899931,54.5,이강서,417,9999.9,9999.9,국6등급,1000M,20210115,20100609,0,0,0,0,0,0.0,55,59,94,1201,208,0.1732,0,20.133293061945924
763,0,굿플랜,0.260997247,0.23702337,0.275362319,53.0,이혁,452,25.5,8.7,국6등급,1000M,20210919,20110824,0,0,0,1,0,0.0,362,322,332,4067,1016,0.2498,0,18.5251092479222
764,0,굿플랜,0.260997247,0.23702337,0.275362319,53.0,이혁,456,34.7,15.1,국6등급,1000M,20210807,20110824,0,0,0,0,0,0.0,353,317,326,4003,996,0.2488,1,18.5251092479222
765,1,굿필승,0.254200542,0.288180611,0.269046439,58.0,김용근,512,4.1,1.9,혼OPEN,1800M,20220903,20050504,5,3,1,12,9,0.75,839,697,599,5381,2135,0.3968,1,19.946580207974833
766,0,굿필승,0.254200542,0.288180611,0.269046439,54.0,김용근,508,6.4,1.9,혼OPEN,2000M,20220501,20050504,5,3,1,11,9,0.8182,821,680,585,5257,2086,0.3968,0,19.946580207974833
767,1,굿필승,0.254200542,0.288180611,0.269046439,56.0,김용근,509,1.6,1.2,2등급,1800M,20220219,20050504,4,3,1,10,8,0.8,803,670,580,5161,2053,0.3978,0,19.946580207974833
768,0,굿필승,0.254200542,0.288180611,0.304899931,57.5,박태종,509,2.5,1.3,2등급,1400M,20211211,19870401,4,3,1,9,8,0.8889,2168,2001,1697,14917,5866,0.3932,1,19.946580207974833
769,1,굿필승,0.254200542,0.288180611,0.304899931,55.0,김용근,507,3.0,1.4,2등급,1800M,20211030,20050504,3,3,1,8,7,0.875,792,660,567,5039,2019,0.4007,0,19.946580207974833
770,1,굿필승,0.254200542,0.288180611,0.304899931,51.5,김용근,508,3.1,1.0,2등급,1400M,20210918,20050504,3,2,1,7,6,0.8571,789,653,561,5003,2003,0.4004,0,19.946580207974833
771,1,굿필승,0.254200542,0.288180611,0.304899931,55.0,문세영,510,2.3,1.1,혼3등급,1400M,20210717,20010706,2,2,1,6,5,0.8333,1703,1284,983,8186,3970,0.485,0,19.946580207974833
772,1,굿필승,0.254200542,0.288180611,0.304899931,53.5,문세영,514,1.9,1.0,혼3등급,1400M,20210605,20010706,2,1,1,5,4,0.8,1687,1276,977,8139,3940,0.4841,1,19.946580207974833
773,1,굿필승,0.254200542,0.288180611,0.304899931,56.5,문세영,511,1.8,1.1,혼4등급,1400M,20210424,20010706,1,1,1,4,3,0.75,1681,1272,975,8107,3928,0.4845,1,19.946580207974833
774,1,굿필승,0.254200542,0.288180611,0.304899931,52.0,문세영,510,2.3,1.3,혼4등급,1200M,20210314,20010706,0,1,1,3,2,0.6667,1667,1267,969,8064,3903,0.484,1,19.946580207974833
775,1,굿필승,0.254200542,0.288180611,0.304899931,52.0,문세영,508,9999.9,3.5,혼4등급,1400M,20210122,20010706,0,1,0,2,1,0.5,1657,1262,963,8027,3882,0.4836,1,19.946580207974833
776,1,굿필승,0.254200542,0.288180611,0.275362319,53.0,문세영,498,2.7,1.0,혼4등급,1200M,20201206,20010706,0,0,0,1,0,0.0,1650,1255,961,8000,3866,0.4833,1,19.946580207974833
777,0,그랜드돌풍,0.260997247,0.288180611,0.203189604,55.0,이동국,477,172.7,84.1,국3등급,1200M,20201101,0,3,2,3,19,8,0.4211,221,252,294,3358,767,0.2284,1,20.776502529212408
778,0,그랜드마스터,0.260997247,0.23702337,0.269046439,54.0,김옥성,478,436.4,18.7,국6등급,1200M,20210911,19870401,0,1,0,12,1,0.0833,539,639,746,8320,1924,0.2313,1,19.691943237573554
779,0,그랜드마스터,0.260997247,0.23702337,0.269046439,54.0,김옥성,472,63.1,8.7,국6등급,1300M,20210725,19870401,0,1,0,11,1,0.0909,538,638,744,8299,1920,0.2314,0,19.691943237573554
780,0,그랜드마스터,0.260997247,0.23702337,0.269046439,54.0,김옥성,479,28.6,3.8,국6등급,1200M,20210627,19870401,0,1,0,10,1,0.1,538,638,744,8294,1920,0.2315,1,19.691943237573554
781,1,그랜드마스터,0.260997247,0.23702337,0.269046439,54.0,김옥성,472,19.9,2.3,국6등급,1200M,20210530,19870401,0,0,0,9,0,0.0,538,636,741,8274,1915,0.2314,0,19.691943237573554
782,0,그랜드마스터,0.260997247,0.23702337,0.269046439,55.0,유승완,480,115.5,6.7,국6등급,1200M,20210425,20070601,0,0,0,8,0,0.0,382,336,402,4415,1120,0.2537,1,19.691943237573554
783,0,그랜드마스터,0.260997247,0.23702337,0.269046439,55.0,김옥성,472,78.5,25.0,국6등급,1400M,20210314,19870401,0,0,0,7,0,0.0,538,635,736,8220,1909,0.2322,0,19.691943237573554
784,0,그랜드마스터,0.260997247,0.23702337,0.269046439,55.0,유승완,476,9999.9,3.2,국6등급,1400M,20210122,20070601,0,0,0,6,0,0.0,373,333,393,4331,1099,0.2538,0,19.691943237573554
785,0,그랜드마스터,0.260997247,0.23702337,0.304899931,54.0,조한별,481,394.4,19.2,국6등급,1300M,20201114,20130601,0,0,0,5,0,0.0,47,90,92,1322,229,0.1732,1,19.691943237573554
