idx,연승,마명,산지,성별,연령,중량,기수명,마체중,단승배당,연승배당,grade,length,date,데뷔일자,경주마1등,경주마2등,경주마3등,경주마총전적,경주마3등이내횟수,경주마3등이내확률,기수1등,기수2등,기수3등,기수총전적,기수3등이내횟수,기수3등이내확률,마체중증감,money_log
811,1,그랜드파워,0.260997247,0.288180611,0.304899931,56.0,함완식,509,1.4,1.2,국6등급,1200M,20220220,19980615,0,1,0,4,1,0.25,775,794,717,6133,2286,0.3727,0,19.276409602666348
812,1,그랜드파워,0.260997247,0.288180611,0.304899931,56.0,함완식,511,5.7,1.8,국6등급,1000M,20220123,19980615,0,0,0,3,0,0.0,775,789,713,6111,2277,0.3726,1,19.276409602666348
813,0,그랜드파워,0.260997247,0.288180611,0.275362319,55.0,장추열,507,72.1,11.7,국6등급,1200M,20211226,20100609,0,0,0,2,0,0.0,322,336,360,3295,1018,0.309,0,19.276409602666348
814,0,그랜드파워,0.260997247,0.288180611,0.275362319,55.0,송재철,516,29.3,3.6,국6등급,1000M,20211128,20130601,0,0,0,1,0,0.0,227,271,269,2966,767,0.2586,1,19.276409602666348
815,0,그랜드파워,0.260997247,0.288180611,0.275362319,55.0,김정준,504,7.7,1.7,국6등급,1000M,20211024,20100609,0,0,0,0,0,0.0,162,209,213,2723,584,0.2145,1,19.276409602666348
816,0,그랜드플라이,0.260997247,0.288180611,0.269046439,57.0,우에다,496,12.8,4.5,국6등급,1200M,20210221,20200401,0,0,0,2,0,0.0,3,3,4,99,10,0.101,0,18.934787274652233
817,0,그랜드플라이,0.260997247,0.288180611,0.304899931,56.0,먼로,505,9999.9,9999.9,국6등급,1200M,20201219,20190201,0,0,0,1,0,0.0,72,87,74,628,233,0.371,1,18.934787274652233
818,0,그레이돌,0.254200542,0.249026395,0.269046439,55.0,조상범,467,130.4,33.6,혼4등급,1700M,20210221,20140605,0,1,0,9,1,0.1111,56,94,100,1176,250,0.2126,1,19.67321062528503
819,0,그레이돌,0.254200542,0.249026395,0.304899931,55.0,안토니오,465,9999.9,9999.9,국4등급,1200M,20201219,20170506,0,1,0,8,1,0.125,212,191,150,1552,553,0.3563,1,19.67321062528503
820,1,그레이돌,0.254200542,0.249026395,0.304899931,54.0,박현우,459,109.4,12.7,혼4등급,1300M,20201108,20120607,0,0,0,7,0,0.0,102,92,99,1538,293,0.1905,1,19.67321062528503
821,1,그레이스리,0.260997247,0.249026395,0.269046439,56.0,임다빈,480,8.3,1.7,국6등급,1300M,20220827,20200717,0,0,1,4,1,0.25,57,61,67,782,185,0.2366,0,19.701365188872256
822,1,그레이스리,0.260997247,0.249026395,0.269046439,56.0,임다빈,484,5.1,1.9,국6등급,1200M,20220709,20200717,0,0,0,3,0,0.0,55,57,60,744,172,0.2312,-1,19.701365188872256
823,0,그레이스리,0.260997247,0.249026395,0.304899931,56.0,문정균,498,59.2,2.4,국6등급,1200M,20210904,19980615,0,0,0,2,0,0.0,444,533,540,6383,1517,0.2377,1,19.701365188872256
824,0,그레이스리,0.260997247,0.288180611,0.304899931,56.5,이혁,497,23.5,2.3,국6등급,1200M,20210314,20110824,0,0,0,1,0,0.0,335,301,309,3854,945,0.2452,0,19.701365188872256
825,0,그레이스퀸,0.260997247,0.23702337,0.203189604,55.0,이혁,452,17.1,3.0,국4등급,1400M,20220918,20110824,4,1,4,23,9,0.3913,405,370,366,4420,1141,0.2581,0,21.333695996918667
826,1,그레이스퀸,0.260997247,0.23702337,0.203189604,53.5,유승완,453,16.9,4.0,혼4등급,1400M,20220813,20070601,4,1,3,22,8,0.3636,430,387,462,4916,1279,0.2602,1,21.333695996918667
827,0,그레이스퀸,0.260997247,0.23702337,0.203189604,55.0,유승완,449,12.5,4.2,국4등급,1400M,20220710,20070601,4,1,3,21,8,0.381,427,386,454,4884,1267,0.2594,1,21.333695996918667
828,0,그레이스퀸,0.260997247,0.23702337,0.203189604,54.0,유승완,448,11.9,2.8,국4등급,1400M,20220528,20070601,4,1,3,20,8,0.4,422,379,450,4826,1251,0.2592,1,21.333695996918667
829,0,그레이스퀸,0.260997247,0.23702337,0.203189604,54.5,문세영,447,4.7,1.7,국4등급,1400M,20220501,20010706,4,1,3,19,8,0.4211,1771,1312,1000,8371,4083,0.4878,1,21.333695996918667
830,1,그레이스퀸,0.260997247,0.23702337,0.203189604,52.0,유승완,441,6.3,2.0,국4등급,1400M,20220327,20070601,3,1,3,18,7,0.3889,412,369,438,4757,1219,0.2563,0,21.333695996918667
831,1,그레이스퀸,0.260997247,0.23702337,0.203189604,55.0,유승완,444,9.8,2.6,국4등급,1400M,20220227,20070601,3,1,2,17,6,0.3529,409,365,434,4728,1208,0.2555,1,21.333695996918667
832,0,그레이스퀸,0.260997247,0.23702337,0.203189604,52.0,유승완,443,31.1,3.9,혼4등급,1400M,20220130,20070601,3,1,2,16,6,0.375,406,364,429,4691,1199,0.2556,1,21.333695996918667
833,0,그레이스퀸,0.260997247,0.23702337,0.269046439,52.0,유승완,435,74.0,13.4,혼4등급,1400M,20211226,20070601,3,1,2,15,6,0.4,406,358,426,4673,1190,0.2547,-1,21.333695996918667
834,0,그레이스퀸,0.260997247,0.23702337,0.269046439,52.0,유승완,448,36.0,7.0,혼4등급,1400M,20211128,20070601,3,1,2,14,6,0.4286,400,354,421,4633,1175,0.2536,0,21.333695996918667
835,0,그레이스퀸,0.260997247,0.23702337,0.269046439,53.0,함완식,453,12.4,2.4,국4등급,1700M,20211113,19980615,3,1,2,13,6,0.4615,772,786,710,6079,2268,0.3731,0,21.333695996918667
836,0,그레이스퀸,0.260997247,0.23702337,0.269046439,52.0,함완식,454,11.4,2.5,국4등급,1400M,20211017,19980615,3,1,2,12,6,0.5,767,783,708,6055,2258,0.3729,0,21.333695996918667
837,0,그레이스퀸,0.260997247,0.23702337,0.269046439,53.0,함완식,458,14.4,6.5,국4등급,1700M,20210912,19980615,3,1,2,11,6,0.5455,765,780,706,6033,2251,0.3731,1,21.333695996918667
838,1,그레이스퀸,0.260997247,0.23702337,0.269046439,52.0,유승완,444,15.2,2.1,혼4등급,1400M,20210718,20070601,3,0,2,10,5,0.5,385,340,408,4480,1133,0.2529,0,21.333695996918667
839,0,그레이스퀸,0.260997247,0.23702337,0.269046439,52.0,이혁,452,12.1,3.1,국4등급,1400M,20210612,20110824,3,0,2,9,5,0.5556,347,314,323,3953,984,0.2489,1,21.333695996918667
840,1,그레이스퀸,0.260997247,0.23702337,0.269046439,55.0,이혁,448,2.8,1.6,국5등급,1300M,20210509,20110824,2,0,2,8,4,0.5,342,312,316,3924,970,0.2472,1,21.333695996918667
841,0,그레이스퀸,0.260997247,0.23702337,0.269046439,54.5,유승완,447,3.0,1.3,국5등급,1400M,20210403,20070601,2,0,2,7,4,0.5714,379,335,400,4397,1114,0.2534,1,21.333695996918667
842,1,그레이스퀸,0.260997247,0.23702337,0.269046439,55.0,유승완,442,2.3,1.3,국6등급,1400M,20210221,20070601,1,0,2,6,3,0.5,374,335,394,4355,1103,0.2533,1,21.333695996918667
843,1,그레이스퀸,0.260997247,0.23702337,0.304899931,54.0,박병윤,441,9999.9,9999.9,국6등급,1200M,20201220,20080618,0,0,2,5,2,0.4,154,184,195,2437,533,0.2187,0,21.333695996918667
844,1,그레이스퀸,0.260997247,0.23702337,0.304899931,54.0,박병윤,449,15.7,2.2,국6등급,1300M,20201107,20080618,0,0,1,4,1,0.25,154,184,190,2411,528,0.219,1,21.333695996918667
845,1,그레이캣,0.260997247,0.288180611,0.269046439,55.5,문세영,463,1.5,1.0,혼3등급,1600M,20220904,20010706,2,6,3,18,11,0.6111,1793,1328,1015,8464,4136,0.4887,1,20.238008974360824
846,1,그레이캣,0.260997247,0.288180611,0.269046439,53.5,송재철,457,8.3,1.6,혼3등급,1800M,20220730,20130601,2,5,3,17,10,0.5882,264,302,307,3306,873,0.2641,0,20.238008974360824
847,1,그레이캣,0.260997247,0.288180611,0.269046439,57.0,문세영,463,3.8,1.4,혼4등급,1300M,20220619,20010706,1,5,3,16,9,0.5625,1776,1317,1006,8395,4099,0.4883,1,20.238008974360824
848,1,그레이캣,0.260997247,0.288180611,0.269046439,56.0,문세영,454,2.7,1.3,국4등급,1200M,20220522,20010706,1,4,3,15,8,0.5333,1775,1315,1003,8388,4093,0.488,0,20.238008974360824
849,1,그레이캣,0.260997247,0.288180611,0.269046439,56.0,박을운,458,3.2,1.4,국4등급,1700M,20220416,19980615,1,3,3,14,7,0.5,441,431,375,3814,1247,0.327,1,20.238008974360824
850,1,그레이캣,0.260997247,0.288180611,0.269046439,56.0,박을운,455,3.6,1.6,국4등급,1700M,20220313,19980615,1,3,2,13,6,0.4615,438,425,372,3778,1235,0.3269,0,20.238008974360824
851,1,그레이캣,0.260997247,0.288180611,0.269046439,56.0,박을운,456,4.9,1.9,국4등급,1700M,20220212,19980615,1,3,1,12,5,0.4167,437,423,370,3744,1230,0.3285,1,20.238008974360824
852,1,그레이캣,0.260997247,0.288180611,0.269046439,54.0,문성혁,454,5.6,1.7,국5등급,1200M,20220115,20180615,0,3,1,11,4,0.3636,73,63,68,793,204,0.2573,0,20.238008974360824
853,1,그레이캣,0.260997247,0.288180611,0.304899931,51.0,김태희,454,20.5,4.6,국5등급,1300M,20211218,20210714,0,3,0,10,3,0.3,6,8,10,120,24,0.2,0,20.238008974360824
854,0,그레이캣,0.260997247,0.288180611,0.304899931,54.0,다비드,454,14.9,4.9,국5등급,1400M,20211127,20171201,0,3,0,9,3,0.3333,113,132,125,1488,370,0.2487,1,20.238008974360824
855,0,그레이캣,0.260997247,0.288180611,0.304899931,54.0,다비드,451,22.9,3.9,국5등급,1400M,20211107,20171201,0,3,0,8,3,0.375,105,131,123,1457,359,0.2464,0,20.238008974360824
856,1,그레이캣,0.260997247,0.288180611,0.304899931,52.0,김아현,455,4.0,1.5,국6등급,1300M,20211010,20200717,0,2,0,7,2,0.2857,8,24,19,329,51,0.155,1,20.238008974360824
857,0,그레이캣,0.260997247,0.288180611,0.304899931,56.0,문세영,454,6.4,2.7,국6등급,1200M,20210904,20010706,0,2,0,6,2,0.3333,1714,1288,984,8216,3986,0.4852,1,20.238008974360824
858,0,그레이캣,0.260997247,0.288180611,0.304899931,57.0,안토니오,448,7.6,1.4,국6등급,1300M,20210403,20170506,0,2,0,5,2,0.4,225,198,156,1618,579,0.3578,0,20.238008974360824
859,0,그레이캣,0.260997247,0.288180611,0.304899931,56.5,송재철,456,9999.9,2.4,국6등급,1400M,20210108,20130601,0,2,0,4,2,0.5,190,225,229,2582,644,0.2494,1,20.238008974360824
860,1,그레이캣,0.260997247,0.288180611,0.275362319,55.0,송재철,442,2.0,1.1,국6등급,1200M,20201121,20130601,0,1,0,3,1,0.3333,185,219,226,2542,630,0.2478,0,20.238008974360824
861,1,그레이캣,0.260997247,0.288180611,0.275362319,55.0,송재철,445,4.5,1.6,국6등급,1200M,20201016,20130601,0,0,0,2,0,0.0,181,213,223,2496,617,0.2472,1,20.238008974360824
862,0,그레이킹덤,0.254200542,0.288180611,0.304899931,56.0,김옥성,502,77.4,50.8,국5등급,1400M,20201205,19870401,0,0,0,14,0,0.0,537,635,733,8180,1905,0.2329,0,19.8066676253052
863,0,그레이킹덤,0.254200542,0.288180611,0.304899931,56.0,김옥성,505,11.8,3.9,국5등급,1200M,20201023,19870401,0,0,0,13,0,0.0,537,634,731,8148,1902,0.2334,0,19.8066676253052
864,1,그레이토르,0.260997247,0.249026395,0.304899931,55.0,장추열,427,9.6,2.1,국5등급,1200M,20220820,20100609,1,1,0,5,2,0.4,357,374,385,3562,1116,0.3133,1,21.307757216688675
865,1,그레이토르,0.260997247,0.249026395,0.304899931,56.0,장추열,423,2.0,1.1,국6등급,1200M,20220717,20100609,0,1,0,4,1,0.25,352,366,382,3534,1100,0.3113,0,21.307757216688675
866,1,그레이토르,0.260997247,0.249026395,0.304899931,56.0,임다빈,432,6.7,2.2,국6등급,1200M,20220618,20200717,0,0,0,3,0,0.0,54,56,56,725,166,0.229,1,21.307757216688675
867,0,그레이토르,0.260997247,0.249026395,0.304899931,56.0,김효정,429,5.6,1.4,국6등급,1200M,20220508,20170602,0,0,0,2,0,0.0,59,68,88,1237,215,0.1738,-1,21.307757216688675
868,0,그레이토르,0.260997247,0.249026395,0.304899931,56.0,김효정,441,5.2,1.8,국6등급,1200M,20220403,20170602,0,0,0,1,0,0.0,57,66,87,1207,210,0.174,0,21.307757216688675
869,0,그레이트리,0.254200542,0.249026395,0.269046439,56.0,김옥성,419,20.0,7.5,혼4등급,1400M,20201023,19870401,1,0,1,14,2,0.1429,536,634,731,8144,1901,0.2334,1,19.80742521500758
870,0,그레이트매직,0.260997247,0.249026395,0.304899931,56.0,신형철,502,47.4,5.1,국6등급,1200M,20220522,19880401,0,0,0,2,0,0.0,760,800,749,7287,2309,0.3169,0,18.926919226856278
871,0,그레이트매직,0.260997247,0.249026395,0.304899931,56.0,신형철,508,36.4,7.4,국6등급,1200M,20220417,19880401,0,0,0,1,0,0.0,758,798,747,7264,2303,0.317,0,18.926919226856278
872,0,그레이트매직,0.260997247,0.288180611,0.304899931,56.0,장추열,517,197.0,59.2,국6등급,1200M,20220220,20100609,0,0,0,0,0,0.0,330,343,365,3362,1038,0.3087,0,18.926919226856278
873,0,그레이트선더,0.260997247,0.288180611,0.269046439,56.0,정정희,507,10.8,2.4,국4등급,1200M,20220501,20140605,2,2,1,11,5,0.4545,96,110,122,1706,328,0.1923,1,20.262855870598955
874,1,그레이트선더,0.260997247,0.288180611,0.269046439,52.5,정정희,505,7.1,2.2,혼4등급,1200M,20220402,20140605,2,1,1,10,4,0.4,94,104,121,1671,319,0.1909,0,20.262855870598955
875,0,그레이트선더,0.260997247,0.288180611,0.269046439,52.0,정정희,512,10.5,2.5,혼4등급,1200M,20220227,20140605,2,1,1,9,4,0.4444,90,100,117,1639,307,0.1873,0,20.262855870598955
876,0,그레이트선더,0.260997247,0.288180611,0.269046439,52.0,정정희,519,14.7,3.2,혼4등급,1400M,20220130,20140605,2,1,1,8,4,0.5,88,99,112,1603,299,0.1865,1,20.262855870598955
877,0,그레이트선더,0.260997247,0.288180611,0.304899931,52.5,정정희,511,54.1,11.0,혼4등급,1400M,20211226,20140605,2,1,1,7,4,0.5714,85,98,111,1574,294,0.1868,1,20.262855870598955
878,0,그레이트선더,0.260997247,0.288180611,0.304899931,52.5,문세영,510,4.6,2.0,국4등급,1400M,20211121,20010706,2,1,1,6,4,0.6667,1728,1291,984,8244,4003,0.4856,1,20.262855870598955
879,1,그레이트선더,0.260997247,0.288180611,0.304899931,55.0,정정희,507,8.5,1.2,국5등급,1200M,20211024,20140605,1,1,1,5,3,0.6,83,97,107,1538,287,0.1866,1,20.262855870598955
880,0,그레이트선더,0.260997247,0.288180611,0.304899931,55.5,정정희,506,13.1,2.4,국5등급,1300M,20210911,20140605,1,1,1,4,3,0.75,83,95,107,1505,285,0.1894,1,20.262855870598955
881,1,그레이트선더,0.260997247,0.288180611,0.304899931,56.0,정정희,504,5.6,2.8,국6등급,1200M,20210815,20140605,0,1,1,3,2,0.6667,80,93,105,1481,278,0.1877,0,20.262855870598955
882,1,그레이트선더,0.260997247,0.288180611,0.304899931,56.0,조상범,508,5.0,1.3,국6등급,1200M,20210710,20140605,0,0,1,2,1,0.5,61,104,112,1322,277,0.2095,1,20.262855870598955
883,0,그레이트선더,0.260997247,0.288180611,0.304899931,56.0,조상범,506,5.0,2.4,국6등급,1200M,20210612,20140605,0,0,1,1,1,1.0,61,100,109,1295,270,0.2085,0,20.262855870598955
884,1,그레이트선더,0.260997247,0.288180611,0.304899931,56.0,조상범,506,49.4,18.6,국6등급,1200M,20210508,20140605,0,0,0,0,0,0.0,59,100,105,1264,264,0.2089,0,20.262855870598955
885,0,그레이트아이,0.260997247,0.288180611,0.269046439,55.0,이용호,457,60.0,10.3,국5등급,1700M,20220611,20150617,1,1,0,13,2,0.1538,57,68,80,963,205,0.2129,0,20.375107438348515
886,0,그레이트아이,0.260997247,0.288180611,0.269046439,56.0,김태훈,458,51.8,7.2,국5등급,1300M,20220528,20130601,1,1,0,12,2,0.1667,62,79,85,1094,226,0.2066,0,20.375107438348515
887,0,그레이트아이,0.260997247,0.288180611,0.269046439,55.0,김태훈,459,21.5,3.4,국5등급,1700M,20220507,20130601,1,1,0,11,2,0.1818,62,79,84,1080,225,0.2083,0,20.375107438348515
888,0,그레이트아이,0.260997247,0.288180611,0.269046439,56.0,조한별,468,30.6,5.4,국5등급,1700M,20220410,20130601,1,1,0,10,2,0.2,63,110,115,1700,288,0.1694,0,20.375107438348515
889,0,그레이트아이,0.260997247,0.288180611,0.269046439,56.0,이혁,468,51.8,8.2,국5등급,1400M,20220313,20110824,1,1,0,9,2,0.2222,378,338,342,4196,1058,0.2521,0,20.375107438348515
890,0,그레이트아이,0.260997247,0.288180611,0.269046439,56.0,김태훈,475,11.8,3.1,국5등급,1700M,20220212,20130601,1,1,0,8,2,0.25,61,79,81,1016,221,0.2175,0,20.375107438348515
891,0,그레이트아이,0.260997247,0.288180611,0.269046439,56.0,김태훈,477,19.6,3.3,국5등급,1700M,20220116,20130601,1,1,0,7,2,0.2857,60,77,81,1005,218,0.2169,1,20.375107438348515
892,1,그레이트아이,0.260997247,0.288180611,0.304899931,56.0,문세영,472,2.9,1.4,국6등급,1400M,20211211,20010706,0,1,0,6,1,0.1667,1736,1294,986,8264,4016,0.486,0,20.375107438348515
893,0,그레이트아이,0.260997247,0.288180611,0.304899931,56.0,방춘식,475,7.1,2.1,국6등급,1300M,20211113,19900601,0,1,0,5,1,0.2,371,376,417,4893,1164,0.2379,0,20.375107438348515
894,0,그레이트아이,0.260997247,0.288180611,0.304899931,56.0,문세영,478,2.5,1.5,국6등급,1400M,20211023,20010706,0,1,0,4,1,0.25,1715,1289,984,8220,3988,0.4852,1,20.375107438348515
895,1,그레이트아이,0.260997247,0.288180611,0.304899931,52.0,김아현,465,7.4,2.0,국6등급,1400M,20210918,20200717,0,0,0,3,0,0.0,8,23,16,308,47,0.1526,1,20.375107438348515
896,0,그레이트아이,0.260997247,0.288180611,0.304899931,52.0,김아현,461,9999.9,9999.9,국6등급,1200M,20210829,20200717,0,0,0,2,0,0.0,8,21,16,297,45,0.1515,1,20.375107438348515
897,0,그레이트아이,0.260997247,0.288180611,0.304899931,56.0,방춘식,457,190.2,23.0,국6등급,1200M,20210807,19900601,0,0,0,1,0,0.0,369,376,415,4855,1160,0.2389,1,20.375107438348515
898,0,그레이트아이,0.260997247,0.288180611,0.304899931,52.0,김아현,454,120.6,25.2,국6등급,1200M,20210710,20200717,0,0,0,0,0,0.0,7,19,15,261,41,0.1571,1,20.375107438348515
899,1,그레이트제니,0.260997247,0.23702337,0.304899931,54.0,정정희,487,16.0,3.1,국6등급,1400M,20220417,20140605,0,0,0,4,0,0.0,95,108,121,1687,324,0.1921,1,19.235614030513975
900,0,그레이트제니,0.260997247,0.23702337,0.304899931,54.0,이현종,486,22.5,2.8,국6등급,1700M,20220312,20150618,0,0,0,3,0,0.0,186,157,180,1552,523,0.337,0,19.235614030513975
901,0,그레이트제니,0.260997247,0.23702337,0.304899931,54.0,안토니오,491,18.1,3.1,국6등급,1400M,20220219,20170506,0,0,0,2,0,0.0,263,251,192,1913,706,0.3691,1,19.235614030513975
902,0,그레이트제니,0.260997247,0.23702337,0.304899931,54.0,이현종,487,14.5,2.1,국6등급,1200M,20220123,20150618,0,0,0,1,0,0.0,184,154,173,1496,511,0.3416,1,19.235614030513975
903,0,그레이트제니,0.260997247,0.23702337,0.275362319,53.0,이현종,483,193.9,16.5,국6등급,1200M,20211218,20150618,0,0,0,0,0,0.0,178,149,165,1443,492,0.341,0,19.235614030513975
904,0,그레이트칸,0.260997247,0.249026395,0.269046439,52.0,황순도,542,36.7,7.4,국4등급,1200M,20210919,19980615,2,2,1,7,5,0.7143,86,134,153,2343,373,0.1592,1,20.733063560116015
905,0,그레이트칸,0.260997247,0.249026395,0.269046439,52.0,황순도,529,19.0,2.5,국4등급,1200M,20210710,19980615,2,2,1,6,5,0.8333,86,134,152,2325,372,0.16,1,20.733063560116015
906,1,그레이트칸,0.260997247,0.249026395,0.269046439,55.5,황순도,522,7.0,2.1,국5등급,1200M,20210410,19980615,1,2,1,5,4,0.8,85,134,152,2314,371,0.1603,1,20.733063560116015
907,1,그레이트칸,0.260997247,0.249026395,0.269046439,54.5,황순도,521,6.7,2.4,국5등급,1200M,20210221,19980615,1,2,0,4,3,0.75,84,133,150,2304,367,0.1593,1,20.733063560116015
908,1,그레이트칸,0.260997247,0.249026395,0.304899931,56.0,황순도,517,9999.9,9999.9,국5등급,1200M,20201212,19980615,1,1,0,3,2,0.6667,84,131,150,2299,365,0.1588,0,20.733063560116015
909,0,그레이트킹,0.254200542,0.288180611,0.040540541,57.0,요아니스,507,92.6,17.5,혼OPEN,2000M,20220501,20181215,10,8,4,53,22,0.4151,46,70,63,900,179,0.1989,-1,18.96380390454977
910,0,그레이트한센,0.260997247,0.23702337,0.269046439,55.0,김옥성,424,82.0,15.5,국5등급,1300M,20220423,19870401,1,1,0,11,2,0.1818,544,650,750,8486,1944,0.2291,1,20.775211120392896
911,0,그레이트한센,0.260997247,0.23702337,0.269046439,54.0,김옥성,412,169.1,14.2,국5등급,1300M,20220319,19870401,1,1,0,10,2,0.2,543,648,749,8442,1940,0.2298,-1,20.775211120392896
912,0,그레이트한센,0.260997247,0.23702337,0.269046439,54.0,문성혁,425,130.3,20.8,국5등급,1300M,20220227,20180615,1,1,0,9,2,0.2222,74,67,70,830,211,0.2542,0,20.775211120392896
913,0,그레이트한센,0.260997247,0.23702337,0.269046439,52.0,이현종,432,47.9,7.2,국5등급,1200M,20220123,20150618,1,1,0,8,2,0.25,184,154,173,1502,511,0.3402,0,20.775211120392896
914,0,그레이트한센,0.260997247,0.23702337,0.304899931,52.5,이철경,432,27.2,4.8,국5등급,1300M,20211205,20160618,1,1,0,7,2,0.2857,85,95,87,1076,267,0.2481,0,20.775211120392896
915,0,그레이트한센,0.260997247,0.23702337,0.304899931,52.0,박을운,436,38.1,4.7,국5등급,1300M,20210918,19980615,1,1,0,6,2,0.3333,428,415,360,3613,1203,0.333,0,20.775211120392896
916,0,그레이트한센,0.260997247,0.23702337,0.304899931,52.5,이철경,436,7.2,9999.9,국5등급,1300M,20210815,20160618,1,1,0,5,2,0.4,75,89,81,989,245,0.2477,1,20.775211120392896
917,1,그레이트한센,0.260997247,0.23702337,0.304899931,54.0,이철경,432,3.3,2.1,국6등급,1200M,20210530,20160618,1,0,0,4,1,0.25,72,82,79,947,233,0.246,1,20.775211120392896
918,1,그레이트한센,0.260997247,0.23702337,0.304899931,55.0,이철경,427,23.3,2.4,국6등급,1200M,20210410,20160618,0,0,0,3,0,0.0,67,78,76,903,221,0.2447,0,20.775211120392896
919,0,그레이트한센,0.260997247,0.23702337,0.304899931,54.5,이철경,428,28.1,8.3,국6등급,1200M,20210221,20160618,0,0,0,2,0,0.0,64,75,76,878,215,0.2449,0,20.775211120392896
920,0,그레이트한센,0.260997247,0.23702337,0.275362319,53.0,이현종,433,9999.9,9999.9,국6등급,1200M,20201220,20150618,0,0,0,1,0,0.0,165,135,147,1295,447,0.3452,0,20.775211120392896
921,0,그레이트한센,0.260997247,0.23702337,0.275362319,53.0,김용근,434,23.5,4.4,국6등급,1000M,20201115,20050504,0,0,0,0,0,0.0,751,622,536,4742,1909,0.4026,0,20.775211120392896
922,0,그린다르크,0.260997247,0.23702337,0.14217633,54.0,이동하,473,12.8,3.4,국3등급,1800M,20220918,20160618,5,3,3,32,11,0.3438,127,150,160,1616,437,0.2704,1,20.294550427473045
