idx,연승,마명,산지,성별,연령,중량,기수명,마체중,단승,연승,grade,length,date,데뷔일자,경주마1등,경주마2등,경주마3등,경주마총전적,경주마3등이내횟수,경주마3등이내확률,기수1등,기수2등,기수3등,기수총전적,기수3등이내횟수,기수3등이내확률,마체중증감,money
17916,0,티즈블랙,한,거,5세,56,박태종,488,3.8,1.4,국4등급,1400M,20220424,1987-04-01,3,2,1,11,6,0.5455,2178,2009,1702,14985,5889,0.393,1,468542614.5
17917,0,티즈블랙,한,거,5세,56,장추열,482,8.3,2.2,국4등급,1400M,20220320,2010-06-09,3,2,1,10,6,0.6,336,348,366,3403,1050,0.3086,0,468542614.5
17918,1,티즈블랙,한,거,5세,56,장추열,482,4,1.5,국4등급,1400M,20220220,2010-06-09,3,1,1,9,5,0.5556,330,343,365,3367,1038,0.3083,0,468542614.5
17919,1,티즈블랙,한,거,5세,54,장추열,483,7.5,2.6,국4등급,1200M,20220116,2010-06-09,3,1,0,8,4,0.5,325,338,361,3312,1024,0.3092,0,468542614.5
17920,0,티즈블랙,한,거,4세,54,유승완,483,10.9,2.4,국4등급,1200M,20211211,2007-06-01,3,1,0,7,4,0.5714,405,356,423,4652,1184,0.2545,0,468542614.5
17921,0,티즈블랙,한,거,4세,54,유승완,485,9.4,1.9,국4등급,1400M,20211031,2007-06-01,3,1,0,6,4,0.6667,399,350,417,4596,1166,0.2537,0,468542614.5
17922,1,티즈블랙,한,거,4세,57,유승완,488,5.9,2.1,국5등급,1200M,20210919,2007-06-01,2,1,0,5,3,0.6,390,346,415,4541,1151,0.2535,1,468542614.5
17923,1,티즈블랙,한,거,4세,55,유승완,484,5.3,3,국5등급,1200M,20210620,2007-06-01,1,1,0,4,2,0.5,383,338,404,4451,1125,0.2528,0,468542614.5
17924,0,티즈블랙,한,거,4세,55,박태종,484,5,2.1,국5등급,1200M,20210425,1987-04-01,1,1,0,3,2,0.6667,2150,1987,1680,14784,5817,0.3935,1,468542614.5
17925,1,티즈블랙,한,거,4세,57,박태종,476,1.7,1.1,국6등급,1200M,20210314,1987-04-01,0,1,0,2,1,0.5,2142,1985,1677,14734,5804,0.3939,0,468542614.5
17926,1,티즈석세스,한,암,3세,52.5,하정훈,425,6.6,2,국5등급,1200M,20220710,2015-06-18,2,1,0,3,3,1,67,95,105,1521,267,0.1755,0,865953296.5
17927,1,티즈석세스,한,암,3세,54,하정훈,426,1.4,1,국6등급,1200M,20220416,2015-06-18,1,1,0,2,2,1,63,93,103,1483,259,0.1746,1,865953296.5
17928,1,티즈석세스,한,암,3세,54,하정훈,420,2.8,1.2,국6등급,1200M,20220313,2015-06-18,1,0,0,1,1,1,63,92,102,1472,257,0.1746,0,865953296.5
17929,0,티즈시티,한,수,5세,57.5,안토니오,488,4.4,1.4,국4등급,1400M,20210612,2017-05-06,3,1,2,9,6,0.6667,234,210,165,1693,609,0.3597,1,241694189.5
17930,1,티즈시티,한,수,5세,54.5,이용호,487,3.1,1.5,국4등급,1200M,20210403,2015-06-17,3,0,2,8,5,0.625,44,54,55,658,153,0.2325,0,241694189.5
17931,1,티즈시티,한,수,5세,55,이용호,489,21.6,1.5,국4등급,1400M,20210205,2015-06-17,3,0,1,7,4,0.5714,44,53,53,623,150,0.2408,1,241694189.5
17932,0,티즈시티,한,수,4세,56,안토니오,480,2.8,1.9,국4등급,1400M,20201129,2017-05-06,3,0,1,6,4,0.6667,209,187,147,1533,543,0.3542,0,241694189.5
17933,1,티즈시티,한,수,4세,56,안토니오,481,5.8,4,국4등급,1200M,20201016,2017-05-06,2,0,1,5,3,0.6,200,184,141,1484,525,0.3538,-1,241694189.5
17934,0,티즈에너지,미,거,4세,54,유승완,497,31.3,5.1,혼4등급,1600M,20220917,2007-06-01,0,1,0,12,1,0.0833,432,387,466,4953,1285,0.2594,0,308040599
17935,0,티즈에너지,미,거,4세,52,유승완,497,15.5,3.3,혼4등급,1400M,20220813,2007-06-01,0,1,0,11,1,0.0909,430,387,462,4915,1279,0.2602,0,308040599
17936,0,티즈에너지,미,거,4세,54,빅투아르,499,5.7,1.4,혼4등급,1800M,20220716,2017-07-05,0,1,0,10,1,0.1,189,201,201,1799,591,0.3285,1,308040599
17937,0,티즈에너지,미,거,4세,52,이동하,491,28.1,4.1,혼4등급,1400M,20220612,2016-06-18,0,1,0,9,1,0.1111,116,137,151,1506,404,0.2683,1,308040599
17938,0,티즈에너지,미,거,4세,52,유승완,485,12.1,2.6,혼4등급,1700M,20220507,2007-06-01,0,1,0,8,1,0.125,417,376,446,4799,1239,0.2582,1,308040599
17939,0,티즈에너지,미,거,4세,56,문성혁,483,13.7,3.5,혼4등급,1700M,20220409,2018-06-15,0,1,0,7,1,0.1429,75,69,77,876,221,0.2523,1,308040599
17940,1,티즈에너지,미,거,4세,54,문성혁,477,42.6,4.1,혼4등급,1700M,20220108,2018-06-15,0,0,0,6,0,0,72,61,66,776,199,0.2564,0,308040599
17941,0,티즈에너지,미,거,3세,54,유승완,481,19,5,혼4등급,1700M,20211121,2007-06-01,0,0,0,5,0,0,400,353,418,4618,1171,0.2536,0,308040599
17942,0,티즈에너지,미,수,3세,54,유승완,482,112,8.4,혼4등급,1400M,20210912,2007-06-01,0,0,0,4,0,0,390,345,414,4536,1149,0.2533,0,308040599
17943,0,티즈에너지,미,수,3세,52,유승완,486,1047,35,혼4등급,1200M,20210724,2007-06-01,0,0,0,3,0,0,385,341,408,4481,1134,0.2531,1,308040599
17944,0,티즈에너지,미,수,3세,52,유승완,482,64.3,15.7,혼4등급,1400M,20210523,2007-06-01,0,0,0,2,0,0,382,336,403,4420,1121,0.2536,1,308040599
17945,0,티즈에너지,미,수,3세,52,유승완,472,464.2,17,혼4등급,1200M,20210417,2007-06-01,0,0,0,1,0,0,379,335,400,4402,1114,0.2531,-1,308040599
17946,1,티즈파이팅,한,거,4세,56,안토니오,455,3.6,1.5,국6등급,1300M,20220813,2017-05-06,0,1,0,11,1,0.0909,284,265,207,2058,756,0.3673,0,179452149.5
17947,0,티즈파이팅,한,거,4세,52,이상규,456,6.1,1.8,국6등급,1200M,20220716,2022-07-01,0,1,0,10,1,0.1,0,0,1,18,1,0.0556,0,179452149.5
17948,1,티즈파이팅,한,거,4세,56,안토니오,457,10.1,2.5,국6등급,1300M,20220611,2017-05-06,0,0,0,9,0,0,282,259,204,2021,745,0.3686,-1,179452149.5
17949,0,티즈파이팅,한,거,4세,56,안토니오,468,6.7,1.6,국6등급,1200M,20220515,2017-05-06,0,0,0,8,0,0,278,256,203,1994,737,0.3696,1,179452149.5
17950,0,티즈파이팅,한,거,4세,56,안토니오,464,24.1,3.7,국6등급,1200M,20220409,2017-05-06,0,0,0,7,0,0,272,254,196,1959,722,0.3686,1,179452149.5
17951,0,티즈파이팅,한,거,4세,56.5,김효정,458,27.1,3.4,국6등급,1300M,20220130,2017-06-02,0,0,0,6,0,0,53,66,83,1156,202,0.1747,0,179452149.5
17952,0,티즈파이팅,한,거,3세,52,김태희,466,141.7,11.2,국6등급,1200M,20211204,2021-07-14,0,0,0,5,0,0,6,7,9,105,22,0.2095,1,179452149.5
17953,0,티즈파이팅,한,거,3세,56,조한별,463,165.6,11.2,국6등급,1200M,20211016,2013-06-01,0,0,0,4,0,0,54,105,107,1564,266,0.1701,1,179452149.5
17954,0,티즈파이팅,한,거,3세,56,정정희,462,13.7,3.1,국6등급,1000M,20210619,2014-06-05,0,0,0,3,0,0,79,92,104,1445,275,0.1903,0,179452149.5
17955,0,티즈파이팅,한,수,3세,56.5,임기원,466,13.8,4.1,국6등급,1200M,20210328,2013-06-19,0,0,0,2,0,0,334,256,279,2477,869,0.3508,0,179452149.5
17956,0,티즈파이팅,한,수,3세,56.5,임기원,476,5.6,2.9,국6등급,1000M,20210122,2013-06-19,0,0,0,1,0,0,328,252,277,2442,857,0.3509,1,179452149.5
17957,0,티즈플랜,미,수,7세,60,빅투아르,493,4.6,1.8,1등급,1800M,20220313,2017-07-05,11,5,1,25,17,0.68,170,184,189,1690,543,0.3213,1,3759150947
17958,0,티즈플랜,미,수,6세,57,빅투아르,485,34.2,3.6,혼OPEN,2300M,20211226,2017-07-05,11,5,1,24,17,0.7083,169,176,181,1644,526,0.32,0,3759150947
17959,0,티즈플랜,미,수,6세,57,빅투아르,492,16.5,2.2,혼OPEN,2000M,20211024,2017-07-05,11,5,1,23,17,0.7391,162,174,175,1582,511,0.323,1,3759150947
17960,1,티즈플랜,미,수,6세,60,빅투아르,491,1.9,1.4,1등급,2000M,20210502,2017-07-05,11,4,1,22,16,0.7273,152,157,160,1430,469,0.328,0,3759150947
17961,1,티즈플랜,미,수,6세,57,빅투아르,498,3.7,1.1,1등급,2000M,20210321,2017-07-05,10,4,1,21,15,0.7143,147,154,158,1396,459,0.3288,0,3759150947
17962,1,티즈플랜,미,수,6세,60,빅투아르,506,9999.9,3.7,1등급,2000M,20210129,2017-07-05,10,3,1,20,14,0.7,145,150,154,1361,449,0.3299,1,3759150947
17963,0,티즈헌터,한,수,3세,56,먼로,423,52.1,6.6,국6등급,1200M,20220814,2019-02-01,0,0,0,4,0,0,128,151,127,1172,406,0.3464,-1,831661249
17964,0,티즈헌터,한,수,3세,56,먼로,434,49.7,9.2,국6등급,1300M,20220724,2019-02-01,0,0,0,3,0,0,127,150,127,1156,404,0.3495,0,831661249
17965,0,티즈헌터,한,수,3세,56,먼로,436,137.2,13.8,국6등급,1200M,20220626,2019-02-01,0,0,0,2,0,0,122,147,126,1135,395,0.348,0,831661249
17966,0,티즈헌터,한,수,3세,56,먼로,444,93.2,10.4,국6등급,1200M,20220522,2019-02-01,0,0,0,1,0,0,120,145,122,1108,387,0.3493,1,831661249
17967,0,티즈헌터,한,수,3세,56,안토니오,442,51,8.7,국6등급,1200M,20220410,2017-05-06,0,0,0,0,0,0,272,254,196,1961,722,0.3682,1,831661249
17968,0,티케이데이,한,암,5세,52,이현종,523,17.6,3.1,국3등급,1800M,20220918,2015-06-18,1,6,4,29,11,0.3793,191,164,190,1685,545,0.3234,-1,735437142
17969,0,티케이데이,한,암,5세,52,이현종,535,19.8,3.3,혼3등급,1800M,20220813,2015-06-18,1,6,4,28,11,0.3929,191,162,190,1661,543,0.3269,0,735437142
17970,0,티케이데이,한,암,5세,52,박을운,535,36,9.2,혼3등급,1800M,20220709,1998-06-15,1,6,4,27,11,0.4074,447,437,384,3878,1268,0.327,1,735437142
17971,1,티케이데이,한,암,5세,54,박을운,521,5.3,1.4,국4등급,1700M,20220529,1998-06-15,1,5,4,26,10,0.3846,444,436,377,3851,1257,0.3264,1,735437142
17972,1,티케이데이,한,암,5세,54,박을운,517,46.9,4.9,국4등급,1700M,20220430,1998-06-15,1,4,4,25,9,0.36,443,432,375,3822,1250,0.3271,0,735437142
17973,1,티케이데이,한,암,5세,54,박을운,525,48.5,9.2,혼4등급,1800M,20220327,1998-06-15,1,4,3,24,8,0.3333,440,428,373,3794,1241,0.3271,1,735437142
17974,0,티케이데이,한,암,5세,54,박을운,524,37.3,11.6,혼4등급,1800M,20220226,1998-06-15,1,4,3,23,8,0.3478,437,425,372,3762,1234,0.328,1,735437142
17975,0,티케이데이,한,암,5세,55,박을운,523,10.7,3,혼4등급,1800M,20220129,1998-06-15,1,4,3,22,8,0.3636,437,422,370,3730,1229,0.3295,0,735437142
17976,0,티케이데이,한,암,4세,55,박을운,523,8.3,1.8,국4등급,1700M,20211219,1998-06-15,1,4,3,21,8,0.381,435,422,370,3699,1227,0.3317,0,735437142
17977,0,티케이데이,한,암,4세,55,박을운,528,14.6,2.5,국4등급,1700M,20211120,1998-06-15,1,4,3,20,8,0.4,434,419,366,3668,1219,0.3323,1,735437142
17978,0,티케이데이,한,암,4세,55,장추열,522,10,2.3,혼4등급,1700M,20211023,2010-06-09,1,4,3,19,8,0.4211,315,328,348,3201,991,0.3096,1,735437142
17979,1,티케이데이,한,암,4세,54,박을운,517,4.8,3.2,혼4등급,1700M,20210919,1998-06-15,1,3,3,18,7,0.3889,429,415,361,3621,1205,0.3328,0,735437142
17980,0,티케이데이,한,암,4세,52,임다빈,522,1,1,국4등급,1700M,20210815,2020-07-17,1,3,3,17,7,0.4118,30,29,31,357,90,0.2521,0,735437142
17981,1,티케이데이,한,암,4세,54,장추열,528,12.2,3,국4등급,1700M,20210711,2010-06-09,1,2,3,16,6,0.375,303,316,337,3108,956,0.3076,1,735437142
17982,0,티케이데이,한,암,4세,52.5,장추열,523,49.6,10.6,국4등급,1700M,20210523,2010-06-09,1,2,3,15,6,0.4,293,312,331,3053,936,0.3066,1,735437142
17983,0,티케이데이,한,암,4세,54,장추열,512,52.3,6.7,국4등급,1800M,20210425,2010-06-09,1,2,3,14,6,0.4286,290,309,327,3026,926,0.306,0,735437142
17984,0,티케이데이,한,암,4세,54,이혁,517,7.8,1.9,국4등급,1400M,20210321,2011-08-24,1,2,3,13,6,0.4615,336,303,312,3868,951,0.2459,0,735437142
17985,1,티케이데이,한,암,4세,53,이혁,521,9999.9,9999.9,국4등급,1200M,20210122,2011-08-24,1,1,3,12,5,0.4167,331,299,306,3818,936,0.2452,0,735437142
17986,0,티케이데이,한,암,3세,53,박을운,521,25.7,10.1,국4등급,1400M,20201129,1998-06-15,1,1,3,11,5,0.4545,409,394,344,3398,1147,0.3376,-1,735437142
17987,0,티케이데이,한,암,3세,53,박을운,538,5.2,1.7,국4등급,1400M,20201016,1998-06-15,1,1,3,10,5,0.5,406,390,336,3352,1132,0.3377,1,735437142
17988,1,티케이보이,한,수,3세,56,장추열,524,6.4,2.1,국4등급,1700M,20210829,2010-06-09,3,3,3,10,9,0.9,310,319,343,3151,972,0.3085,1,619676010
17989,1,티케이보이,한,수,3세,52,장추열,521,3.6,1.3,국4등급,1400M,20210704,2010-06-09,2,3,3,9,8,0.8889,300,316,336,3097,952,0.3074,1,619676010
17990,1,티케이보이,한,수,3세,52,빅투아르,516,4.9,1.4,국4등급,1400M,20210529,2017-07-05,2,3,2,8,7,0.875,153,159,162,1449,474,0.3271,0,619676010
17991,1,티케이보이,한,수,3세,55,장추열,518,3.4,1.4,국5등급,1300M,20210418,2010-06-09,1,3,2,7,6,0.8571,289,308,327,3017,924,0.3063,0,619676010
17992,1,티케이보이,한,수,3세,51,임다빈,522,3.2,2,국5등급,1200M,20210314,2020-07-17,1,2,2,6,5,0.8333,19,12,18,196,49,0.25,0,619676010
17993,1,티케이보이,한,수,3세,53.5,장추열,522,4.8,2.5,국5등급,1200M,20210122,2010-06-09,1,2,1,5,4,0.8,282,304,319,2954,905,0.3064,1,619676010
17994,1,티케이보이,한,수,2세,54,장추열,516,2.5,4.6,국5등급,1200M,20201206,2010-06-09,0,2,1,4,3,0.75,274,302,316,2920,892,0.3055,0,619676010
17995,1,티케이보이,한,수,2세,54,장추열,520,6.6,2.5,국5등급,1200M,20201023,2010-06-09,0,2,0,3,2,0.6667,271,293,312,2877,876,0.3045,1,619676010
17996,0,티케이존,한,수,3세,56,송재철,504,92.1,17.9,국6등급,1300M,20220402,2013-06-01,0,0,0,3,0,0,247,286,282,3132,815,0.2602,0,638652903
17997,0,티케이존,한,수,3세,55,임다빈,508,133.5,22.6,국6등급,1700M,20220227,2020-07-17,0,0,0,2,0,0,42,42,48,577,132,0.2288,1,638652903
17998,0,티케이존,한,수,3세,53,김아현,507,88.9,5.3,국6등급,1000M,20220122,2020-07-17,0,0,0,1,0,0,11,26,27,395,64,0.162,-1,638652903
17999,0,티케이존,한,수,2세,55,이철경,521,322.9,47.3,국6등급,1000M,20211024,2016-06-18,0,0,0,0,0,0,82,92,85,1046,259,0.2476,1,638652903
18000,0,티케이플렉스,한,수,4세,56.5,안토니오,450,34.9,8,국6등급,1400M,20220129,2017-05-06,0,0,1,7,1,0.1429,258,250,191,1896,699,0.3687,0,1059074596
18001,0,티케이플렉스,한,수,4세,56.5,이혁,450,56,8.7,국6등급,1300M,20220109,2011-08-24,0,0,1,6,1,0.1667,366,327,336,4113,1029,0.2502,0,1059074596
18002,0,티케이플렉스,한,수,3세,56,먼로,456,15.6,3,국6등급,1300M,20211204,2019-02-01,0,0,1,5,1,0.2,107,125,105,933,337,0.3612,1,1059074596
18003,0,티케이플렉스,한,수,3세,56,먼로,453,14.7,2.3,국6등급,1300M,20211120,2019-02-01,0,0,1,4,1,0.25,104,122,104,914,330,0.3611,0,1059074596
18004,1,티케이플렉스,한,수,3세,56,먼로,458,53.3,4.4,국6등급,1200M,20210725,2019-02-01,0,0,0,3,0,0,93,104,91,801,288,0.3596,0,1059074596
18005,0,티케이플렉스,한,수,3세,56,박을운,461,90.5,21.4,국6등급,1300M,20210627,1998-06-15,0,0,0,2,0,0,423,409,354,3560,1186,0.3331,0,1059074596
18006,0,티케이플렉스,한,수,3세,56,박을운,464,48.2,6.2,국6등급,1200M,20210530,1998-06-15,0,0,0,1,0,0,419,407,352,3533,1178,0.3334,0,1059074596
18007,0,티케이플렉스,한,수,3세,57,박을운,474,470.7,31.2,국6등급,1000M,20210424,1998-06-15,0,0,0,0,0,0,414,406,348,3494,1168,0.3343,0,1059074596
18008,1,티케파이어,한,수,5세,58,이혁,510,3.1,1.5,혼3등급,1800M,20220508,2011-08-24,4,2,2,19,8,0.4211,385,350,348,4270,1083,0.2536,0,544550829.5
18009,1,티케파이어,한,수,5세,56,송재철,510,5.2,1.6,혼3등급,1800M,20220402,2013-06-01,4,2,1,18,7,0.3889,247,286,282,3136,815,0.2599,1,544550829.5
18010,1,티케파이어,한,수,5세,52,송재철,508,5.8,1.7,국3등급,1800M,20220312,2013-06-01,3,2,1,17,6,0.3529,242,282,280,3101,804,0.2593,0,544550829.5
18011,1,티케파이어,한,수,5세,56,김동수,517,4.4,1.7,국4등급,1700M,20220213,2014-06-05,3,1,1,16,5,0.3125,263,283,304,2934,850,0.2897,1,544550829.5
18012,1,티케파이어,한,수,4세,57,송재철,509,5.7,1.7,혼4등급,1700M,20211218,2013-06-01,3,0,1,15,4,0.2667,233,272,270,3007,775,0.2577,0,544550829.5
18013,0,티케파이어,한,수,4세,55.5,송재철,516,22.8,8.3,국4등급,1700M,20211205,2013-06-01,3,0,1,14,4,0.2857,230,272,269,2988,771,0.258,1,544550829.5
18014,1,티케파이어,한,수,4세,57,송재철,514,4.3,1.8,국5등급,1700M,20211114,2013-06-01,2,0,1,13,3,0.2308,226,270,269,2959,765,0.2585,0,544550829.5
18015,0,티케파이어,한,수,4세,57,김정준,515,9999.9,9999.9,국5등급,1400M,20210828,2010-06-09,2,0,1,12,3,0.25,157,208,208,2669,573,0.2147,1,544550829.5
18016,0,티케파이어,한,수,4세,56.5,김정준,512,6.3,3.9,국5등급,1700M,20210725,2010-06-09,2,0,1,11,3,0.2727,156,207,204,2644,567,0.2144,1,544550829.5
18017,0,티케파이어,한,수,4세,56.5,김용근,510,4.9,1.8,국5등급,1700M,20210613,2005-05-04,2,0,1,10,3,0.3,773,643,551,4898,1967,0.4016,1,544550829.5
18018,0,티케파이어,한,수,4세,56.5,김용근,503,20.5,3.5,국5등급,1700M,20210509,2005-05-04,2,0,1,9,3,0.3333,768,636,545,4866,1949,0.4005,1,544550829.5
18019,1,티케파이어,한,수,4세,54,이현종,499,17.3,1.5,국5등급,1700M,20210410,2015-06-18,1,0,1,8,2,0.25,170,139,152,1344,461,0.343,0,544550829.5
18020,0,티케파이어,한,수,4세,55,유승완,506,105,9.4,국5등급,1400M,20210307,2007-06-01,1,0,1,7,2,0.2857,379,335,396,4371,1110,0.2539,0,544550829.5
18021,0,티케파이어,한,수,3세,56,이준철,506,18,3.1,국5등급,1400M,20201129,1999-09-01,1,0,1,6,2,0.3333,250,275,304,3002,829,0.2761,-1,544550829.5
18022,0,티케파이어,한,수,3세,56,문세영,524,5.8,4.3,국5등급,1400M,20201016,2001-07-06,1,0,1,5,2,0.4,1635,1246,960,7952,3841,0.483,1,544550829.5
18023,0,티파니블루,한,암,4세,52.5,김아현,540,25.6,6.9,국5등급,1200M,20220827,2020-07-17,1,1,0,10,2,0.2,23,47,37,597,107,0.1792,0,834918510
18024,0,티파니블루,한,암,4세,51,김태희,544,3.1,1.3,국5등급,1200M,20220716,2021-07-14,1,1,0,9,2,0.2222,23,21,23,242,67,0.2769,1,834918510
18025,1,티파니블루,한,암,4세,51,김아현,536,3.2,1.3,국6등급,1200M,20220529,2020-07-17,0,1,0,8,1,0.125,17,37,33,525,87,0.1657,0,834918510
18026,1,티파니블루,한,암,4세,54,문정균,537,12.4,2.4,국6등급,1300M,20220410,1998-06-15,0,0,0,7,0,0,445,536,544,6470,1525,0.2357,0,834918510
18027,0,티파니블루,한,암,3세,54,황순도,537,20.9,5.9,국6등급,1300M,20211219,1998-06-15,0,0,0,6,0,0,87,135,153,2358,375,0.159,1,834918510
18028,0,티파니블루,한,암,3세,54,송재철,523,29.2,4.8,국6등급,1200M,20210911,2013-06-01,0,0,0,5,0,0,218,258,260,2843,736,0.2589,1,834918510
18029,0,티파니블루,한,암,3세,54,송재철,520,15.5,1.5,국6등급,1200M,20210724,2013-06-01,0,0,0,4,0,0,211,249,254,2781,714,0.2567,-1,834918510
18030,0,티파니블루,한,암,3세,54,다비드,534,39.7,7.9,국6등급,1000M,20210606,2017-12-01,0,0,0,3,0,0,91,114,108,1298,313,0.2411,0,834918510
18031,0,티파니블루,한,암,3세,55,박태종,535,28.1,4.4,국6등급,1200M,20210424,1987-04-01,0,0,0,2,0,0,2150,1987,1680,14781,5817,0.3935,0,834918510
18032,0,티파니블루,한,암,3세,54.5,박태종,539,21,2.8,국6등급,1000M,20210228,1987-04-01,0,0,0,1,0,0,2141,1983,1673,14720,5797,0.3938,0,834918510
18033,1,팀임팩트,한,수,3세,56,김용근,492,15.9,3.1,국6등급,1200M,20220226,2005-05-04,0,0,0,1,0,0,806,670,580,5171,2056,0.3976,1,1237579107
18034,0,파노라마뷰,미,수,5세,52,유승완,510,13,2.4,혼3등급,1600M,20220716,2007-06-01,2,1,1,14,4,0.2857,428,386,455,4892,1269,0.2594,1,348304834.5
18035,0,파노라마뷰,미,수,5세,52.5,이동하,499,23.3,3.3,혼3등급,1200M,20220702,2016-06-18,2,1,1,13,4,0.3077,116,140,154,1529,410,0.2681,0,348304834.5
18036,0,파노라마뷰,미,수,5세,53,박재이,509,41.8,7.4,혼3등급,1400M,20220529,2015-06-17,2,1,1,12,4,0.3333,158,213,218,2175,589,0.2708,1,348304834.5
18037,0,파노라마뷰,미,수,5세,54.5,박현우,508,63.2,9.3,혼3등급,1200M,20220515,2012-06-07,2,1,1,11,4,0.3636,117,115,125,1902,357,0.1877,1,348304834.5
18038,0,파노라마뷰,미,수,5세,53.5,박현우,503,92.8,16.5,혼3등급,1200M,20220430,2012-06-07,2,1,1,10,4,0.4,117,114,125,1894,356,0.188,0,348304834.5
18039,0,파노라마뷰,미,수,5세,54,문성혁,505,63.5,11.5,혼3등급,1400M,20220409,2018-06-15,2,1,1,9,4,0.4444,75,69,77,877,221,0.252,1,348304834.5
18040,0,파노라마뷰,미,수,4세,54.5,박을운,499,107.5,19,혼3등급,1800M,20210530,1998-06-15,2,1,1,8,4,0.5,419,407,352,3534,1178,0.3333,0,348304834.5
18041,0,파노라마뷰,미,수,4세,55,최범현,504,30,1.8,혼3등급,1200M,20210411,2001-07-06,2,1,1,7,4,0.5714,821,767,697,6604,2285,0.346,0,348304834.5
18042,0,파노라마뷰,미,수,4세,55,함완식,506,5,2,혼3등급,1200M,20210307,1998-06-15,2,1,1,6,4,0.6667,739,751,679,5874,2169,0.3693,1,348304834.5
18043,0,파노라마뷰,미,수,4세,55,함완식,503,5.8,2.1,혼3등급,1400M,20210115,1998-06-15,2,1,1,5,4,0.8,735,746,677,5838,2158,0.3696,0,348304834.5
18044,1,파노라마뷰,미,수,3세,54,박현우,507,4.7,2.2,혼3등급,1400M,20201115,2012-06-07,2,1,0,4,3,0.75,103,94,99,1548,296,0.1912,1,348304834.5
18045,0,파노라마선,미,거,4세,56,임다빈,500,81.5,23.3,혼4등급,1400M,20211226,2020-07-17,1,1,0,21,2,0.0952,37,35,40,489,112,0.229,1,86563453.5
18046,0,파노라마선,미,거,4세,56,지하주,498,44.6,6.8,혼4등급,1200M,20211205,1995-07-01,1,1,0,20,2,0.1,263,278,305,3478,846,0.2432,0,86563453.5
18047,0,파노라마선,미,거,4세,56.5,서승운,505,18.5,3,혼4등급,1200M,20211107,2011-08-24,1,1,0,19,2,0.1053,606,534,480,3901,1620,0.4153,1,86563453.5
18048,0,파노라마선,미,거,4세,58,지하주,494,35.8,8.9,혼4등급,1700M,20210911,1995-07-01,1,1,0,18,2,0.1111,263,277,304,3459,844,0.244,0,86563453.5
18049,0,파노라마선,미,거,4세,57,지하주,494,21.6,9999.9,혼4등급,1400M,20210829,1995-07-01,1,1,0,17,2,0.1176,263,277,304,3458,844,0.2441,0,86563453.5
18050,0,파노라마선,미,거,4세,58,이기회,499,55.2,3.2,혼4등급,1400M,20210808,2004-06-02,1,1,0,16,2,0.125,118,157,194,3343,469,0.1403,1,86563453.5
18051,0,파노라마선,미,거,4세,58,이기회,498,5.2,1.9,혼4등급,1400M,20210703,2004-06-02,1,1,0,15,2,0.1333,118,157,193,3329,468,0.1406,1,86563453.5
18052,0,파노라마선,미,거,4세,58,이기회,494,27.6,4.7,혼4등급,1400M,20210619,2004-06-02,1,1,0,14,2,0.1429,118,157,193,3328,468,0.1406,0,86563453.5
18053,0,파노라마선,미,거,4세,52,박현우,496,174.9,16.5,혼3등급,1400M,20210605,2012-06-07,1,1,0,13,2,0.1538,111,104,105,1688,320,0.1896,0,86563453.5
18054,0,파노라마선,미,거,4세,52,송재철,503,53.4,6.2,혼3등급,1400M,20210509,2013-06-01,1,1,0,12,2,0.1667,203,239,245,2697,687,0.2547,1,86563453.5
18055,0,파노라마선,미,거,4세,51,김동수,500,812.8,17.1,혼3등급,1800M,20210404,2014-06-05,1,1,0,11,2,0.1818,249,265,287,2702,801,0.2964,0,86563453.5
18056,0,파노라마선,미,거,4세,54,김정준,500,42.2,9999.9,혼3등급,1200M,20210129,2010-06-09,1,1,0,10,2,0.2,144,190,191,2485,525,0.2113,1,86563453.5
18057,0,파노라마선,미,거,3세,54,박현우,497,9999.9,9999.9,혼3등급,1400M,20201212,2012-06-07,1,1,0,9,2,0.2222,105,96,102,1574,303,0.1925,1,86563453.5
18058,0,파노라마선,미,거,3세,54,이기회,494,9999.9,9999.9,혼3등급,1400M,20201023,2004-06-02,1,1,0,8,2,0.25,118,157,190,3295,465,0.1411,1,86563453.5
18059,1,파노라마칸,미,거,4세,56.5,서승운,523,3.3,1.5,혼4등급,1400M,20220528,2011-08-24,1,0,2,9,3,0.3333,608,534,481,3912,1623,0.4149,0,236007055.5
18060,1,파노라마칸,미,거,4세,52,서승운,525,14.9,5.2,혼4등급,1400M,20220430,2011-08-24,0,0,2,8,2,0.25,606,534,480,3906,1620,0.4147,0,236007055.5
18061,0,파노라마칸,미,거,4세,52,유승완,531,6.6,2.4,혼4등급,1400M,20220416,2007-06-01,0,0,2,7,2,0.2857,414,370,441,4770,1225,0.2568,0,236007055.5
18062,0,파노라마칸,미,거,4세,56,유승완,532,80.5,8.9,혼4등급,1400M,20220312,2007-06-01,0,0,2,6,2,0.3333,409,367,435,4731,1211,0.256,1,236007055.5
18063,0,파노라마칸,미,거,3세,52,유승완,511,9999.9,9999.9,혼4등급,1200M,20210822,2007-06-01,0,0,2,5,2,0.4,389,344,412,4520,1145,0.2533,0,236007055.5
18064,0,파노라마칸,미,거,3세,53,유승완,512,8.4,5.5,혼4등급,1200M,20210808,2007-06-01,0,0,2,4,2,0.5,387,343,410,4500,1140,0.2533,0,236007055.5
