idx,순위,마번,마명,산지,성별,연령,중량,기수명,마체중,단승,연승,grade,length,date,데뷔일자,father,mother,경주마1등,경주마2등,경주마3등,경주마총전적,경주마3등이내횟수,경주마3등이내확률,기수1등,기수2등,기수3등,기수총전적,기수3등이내횟수,기수3등이내확률
16278,10,11,출세가도,호,거,3세,54,김정준,471(12),4,9999.9,혼4등급,1200M,20201212,2010-06-09,0,11006016,0,0,0,1,0,0,142,189,189,2448,520,0.2124
16279,1,11,치프인디,한,수,4세,57,문세영,520(0),3,1.4,혼OPEN,1800M,20220903,2001-07-06,1283774142,110376356,7,2,3,15,12,0.8,1790,1327,1014,8458,4131,0.4884
16280,5,2,치프인디,한,수,4세,54,문세영,520(6),1.9,1.2,1등급,2000M,20220730,2001-07-06,1283774142,110376356,7,2,3,14,12,0.8571,1787,1323,1012,8434,4122,0.4887
16281,1,4,치프인디,한,수,4세,56,문세영,514,2.3,1.2,2등급,1800M,20220430,2001-07-06,1283774142,110376356,6,2,3,13,11,0.8462,1769,1312,1000,8366,4081,0.4878
16282,2,5,치프인디,한,수,4세,56,문세영,517(0),1.8,1.1,국OPEN,2000M,20220320,2001-07-06,1283774142,110376356,6,1,3,12,10,0.8333,1765,1307,999,8347,4071,0.4877
16283,1,9,치프인디,한,수,4세,58,문세영,517(1),1.5,1,국3등급,1800M,20220130,2001-07-06,1283774142,110376356,5,1,3,11,9,0.8182,1756,1303,993,8324,4052,0.4868
16284,2,3,치프인디,한,수,3세,57,문세영,516,6.1,1.8,국OPEN,2000M,20211212,2001-07-06,1283774142,110376356,5,0,3,10,8,0.8,1739,1294,988,8271,4021,0.4862
16285,6,6,치프인디,한,수,3세,57,안토니오,518,7,1.7,국OPEN,1800M,20211107,2017-05-06,1283774142,110376356,5,0,3,9,8,0.8889,252,232,186,1828,670,0.3665
16286,1,3,치프인디,한,수,3세,58,문세영,512(2),1.1,1,국4등급,1700M,20210619,2001-07-06,1283774142,110376356,4,0,3,8,7,0.875,1692,1279,978,8157,3949,0.4841
16287,1,14,치프인디,한,수,3세,56,문세영,510(2),1.6,1.2,국4등급,1800M,20210425,2001-07-06,1283774142,110376356,3,0,3,7,6,0.8571,1684,1272,976,8114,3932,0.4846
16288,1,7,치프인디,한,수,3세,*52,문세영,508,3.4,1.5,국4등급,1800M,20210314,2001-07-06,1283774142,110376356,2,0,3,6,5,0.8333,1670,1267,969,8068,3906,0.4841
16289,1,1,치프인디,한,수,3세,54,문세영,511(6),9.6,1.9,국5등급,1400M,20210122,2001-07-06,1283774142,110376356,1,0,3,5,4,0.8,1659,1262,966,8033,3887,0.4839
16290,4,1,치프인디,한,수,2세,55,문세영,505(3),4.7,1.5,국OPEN,1200M,20201129,2001-07-06,1283774142,110376356,1,0,3,4,4,1,1649,1253,961,7996,3863,0.4831
16291,1,6,치프인디,한,수,2세,55,문세영,502(7),6.8,2,국6등급,1200M,20201016,2001-07-06,1283774142,110376356,0,0,3,3,3,1,1636,1247,960,7955,3843,0.4831
16292,12,12,카론블레이드,한,암,5세,53,유승완,528(7),42.2,30,혼3등급,1200M,20210129,2007-06-01,1851397600,63576000,3,3,1,9,7,0.7778,373,333,393,4336,1099,0.2535
16293,3,8,카빙크로스,한,수,5세,*52,송재철,482,2.3,1.1,1등급,1800M,20220313,2013-06-01,3588156497,41484000,8,1,1,14,10,0.7143,244,283,280,3108,807,0.2597
16294,10,10,카빙크로스,한,수,5세,57,장추열,484,16.5,4.4,국OPEN,1200M,20220130,2010-06-09,3588156497,41484000,8,1,1,13,10,0.7692,328,340,363,3340,1031,0.3087
16295,6,8,카빙크로스,한,수,4세,57,함완식,490,7.1,2.5,국OPEN,2000M,20211128,1998-06-15,3588156497,41484000,8,1,1,12,10,0.8333,773,787,710,6089,2270,0.3728
16296,6,7,카빙크로스,한,수,4세,*52,함완식,494(6),2.4,1.4,1등급,1400M,20211017,1998-06-15,3588156497,41484000,8,1,1,11,10,0.9091,767,783,708,6056,2258,0.3729
16297,1,4,카빙크로스,한,수,4세,56,함완식,488,1,1,2등급,1800M,20210828,1998-06-15,3588156497,41484000,7,1,1,10,9,0.9,762,778,703,6019,2243,0.3727
16298,2,2,카빙크로스,한,수,4세,53.5,함완식,498(2),1.2,1,2등급,1800M,20210710,1998-06-15,3588156497,41484000,7,0,1,9,8,0.8889,754,771,693,5985,2218,0.3706
16299,1,5,카빙크로스,한,수,4세,56.5,함완식,496(6),1.7,1.1,혼3등급,1800M,20210530,1998-06-15,3588156497,41484000,6,0,1,8,7,0.875,750,768,690,5962,2208,0.3703
16300,1,4,카빙크로스,한,수,4세,51.5,임기원,490,2,2.4,국3등급,1800M,20210403,2013-06-19,3588156497,41484000,5,0,1,7,6,0.8571,336,257,281,2485,874,0.3517
16301,1,13,카빙크로스,한,수,4세,55.5,함완식,493(8),2.2,1,국4등급,1400M,20210205,1998-06-15,3588156497,41484000,4,0,1,6,5,0.8333,737,749,678,5861,2164,0.3692
16302,1,3,카빙크로스,한,수,3세,56,함완식,485(1),1,9999.9,국4등급,1200M,20201219,1998-06-15,3588156497,41484000,3,0,1,5,4,0.8,734,746,676,5831,2156,0.3697
16303,1,14,카빙크로스,한,수,3세,56,함완식,484(9),1.3,1.2,국4등급,1200M,20201101,1998-06-15,3588156497,41484000,2,0,1,4,3,0.75,730,742,672,5781,2144,0.3709
16304,10,6,카우보이킹,한,거,3세,55,임다빈,558(16),18.2,5.7,혼4등급,1800M,20220731,2020-07-17,1207357020,88430081,2,0,1,6,3,0.5,56,58,66,760,180,0.2368
16305,9,8,카우보이킹,한,거,3세,53.5,임기원,542(1),13.5,3,국4등급,1400M,20220611,2013-06-19,1207357020,88430081,2,0,1,5,3,0.6,379,290,306,2724,975,0.3579
16306,1,10,카우보이킹,한,거,3세,55.5,임기원,541(-13),15.5,2.5,국5등급,1300M,20220409,2013-06-19,1207357020,88430081,1,0,1,4,2,0.5,374,284,301,2689,959,0.3566
16307,3,1,카우보이킹,한,거,3세,54,조한별,554(-15),21,4,국5등급,1300M,20220227,2013-06-01,1207357020,88430081,1,0,0,3,1,0.3333,58,108,112,1655,278,0.168
16308,7,4,카우보이킹,한,거,3세,55,안토니오,569(3),17.1,7,국5등급,1200M,20220122,2017-05-06,1207357020,88430081,1,0,0,2,1,0.5,257,247,190,1883,694,0.3686
16309,11,2,카우보이킹,한,거,2세,54.5,안토니오,566(1),2,1.2,국5등급,1300M,20211106,2017-05-06,1207357020,88430081,1,0,0,1,1,1,250,231,184,1817,665,0.366
16310,1,7,카우보이킹,한,거,2세,55,안토니오,565(17),114.9,11.6,국6등급,1000M,20210918,2017-05-06,1207357020,88430081,0,0,0,0,0,0,241,222,178,1771,641,0.3619
16311,6,10,카우보이탱고,한,거,4세,52,김동수,496(2),37.4,7.5,국5등급,1200M,20220904,2014-06-05,1207357020,358828000,1,2,2,17,5,0.2941,280,296,323,3085,899,0.2914
16312,8,11,카우보이탱고,한,거,4세,52.5,김동수,494(2),43.8,5.4,국5등급,1200M,20220723,2014-06-05,1207357020,358828000,1,2,2,16,5,0.3125,279,296,323,3064,898,0.2931
16313,6,4,카우보이탱고,한,거,4세,55,김동수,492,18.1,3.5,국5등급,1300M,20220625,2014-06-05,1207357020,358828000,1,2,2,15,5,0.3333,277,294,321,3039,892,0.2935
16314,10,12,카우보이탱고,한,거,4세,53.5,신형철,494(1),6.7,2.1,국5등급,1400M,20220521,1988-04-01,1207357020,358828000,1,2,2,14,5,0.3571,760,800,749,7285,2309,0.317
16315,5,2,카우보이탱고,한,거,4세,56,함완식,493(0),9,2.3,국5등급,1400M,20220417,1998-06-15,1207357020,358828000,1,2,2,13,5,0.3846,786,799,722,6176,2307,0.3735
16316,11,13,카우보이탱고,한,거,4세,56,함완식,493,8.5,3.1,국5등급,1400M,20220313,1998-06-15,1207357020,358828000,1,2,2,12,5,0.4167,779,796,720,6153,2295,0.373
16317,10,4,카우보이탱고,한,거,4세,54,김동수,494(-12),8.1,2.5,국5등급,1300M,20220213,2014-06-05,1207357020,358828000,1,2,2,11,5,0.4545,263,283,304,2933,850,0.2898
16318,6,3,카우보이탱고,한,거,4세,54,함완식,506(7),3.2,1.4,국5등급,1400M,20220109,1998-06-15,1207357020,358828000,1,2,2,10,5,0.5,774,788,713,6105,2275,0.3726
16319,3,5,카우보이탱고,한,거,3세,54,유승완,499(1),3.8,1.6,국5등급,1400M,20211205,2007-06-01,1207357020,358828000,1,2,1,9,4,0.4444,403,356,422,4646,1181,0.2542
16320,3,5,카우보이탱고,한,거,3세,53.5,문정균,498(10),4.8,1.3,국5등급,1300M,20211106,1998-06-15,1207357020,358828000,1,2,0,8,3,0.375,444,535,541,6425,1520,0.2366
16321,4,8,카우보이탱고,한,거,3세,53,문정균,488,24.6,7.6,국5등급,1400M,20211002,1998-06-15,1207357020,358828000,1,2,0,7,3,0.4286,444,534,540,6401,1518,0.2372
16322,2,5,카우보이탱고,한,거,3세,56,문정균,489(5),4.5,3.3,국6등급,1300M,20210821,1998-06-15,1207357020,358828000,1,1,0,6,2,0.3333,443,532,540,6372,1515,0.2378
16323,4,10,카우보이탱고,한,거,3세,56,문정균,484(-19),12.9,1.8,국6등급,1200M,20210717,1998-06-15,1207357020,358828000,1,1,0,5,2,0.4,443,531,539,6345,1513,0.2385
16324,7,2,카우보이탱고,한,수,3세,56.5,신형철,503,12.8,2.5,국6등급,1400M,20210321,1988-04-01,1207357020,358828000,1,1,0,4,2,0.5,753,795,739,7194,2287,0.3179
16325,7,10,카우보이탱고,한,수,3세,56.5,신형철,504,9999.9,3.2,국6등급,1400M,20210129,1988-04-01,1207357020,358828000,1,1,0,3,2,0.6667,750,794,737,7166,2281,0.3183
16326,1,1,카우보이탱고,한,수,2세,55,신형철,506(6),8.4,3.7,국6등급,1200M,20201212,1988-04-01,1207357020,358828000,0,1,0,2,1,0.5,747,792,735,7136,2274,0.3187
16327,9,1,카우보이탱고,한,수,2세,55,신형철,500,55.1,11,국6등급,1200M,20201101,1988-04-01,1207357020,358828000,0,1,0,1,1,1,742,786,735,7099,2263,0.3188
16328,13,1,카일룸여제,한,암,6세,*52,박현우,478(1),200.7,46.4,국4등급,1200M,20210321,2012-06-07,6095702880,97562000,3,0,0,23,3,0.1304,107,102,103,1638,312,0.1905
16329,12,2,카일룸여제,한,암,5세,52,하정훈,477,9999.9,9999.9,국4등급,1200M,20201212,2015-06-18,6095702880,97562000,3,0,0,22,3,0.1364,58,84,92,1255,234,0.1865
16330,7,5,카일룸여제,한,암,5세,52,박현우,480(0),64.1,4.7,국4등급,1200M,20201101,2012-06-07,6095702880,97562000,3,0,0,21,3,0.1429,101,92,96,1525,289,0.1895
16331,12,11,카일룸제왕,미,거,5세,57,송재철,493(3),80.8,18.5,국5등급,1300M,20220612,2013-06-01,2160378090,50197089,0,0,3,21,3,0.1429,257,297,293,3237,847,0.2617
16332,8,2,카일룸제왕,미,거,5세,56,임다빈,490,24.6,4.3,국5등급,1400M,20220508,2020-07-17,2160378090,50197089,0,0,3,20,3,0.15,48,49,54,661,151,0.2284
16333,11,2,카일룸제왕,미,거,5세,52,조상범,491(1),54.3,10.4,혼4등급,1200M,20220402,2014-06-05,2160378090,50197089,0,0,3,19,3,0.1579,65,125,128,1594,318,0.1995
16334,11,4,카일룸제왕,미,거,5세,56,조상범,490,83.1,8.2,혼4등급,1400M,20220312,2014-06-05,2160378090,50197089,0,0,3,18,3,0.1667,65,124,128,1573,317,0.2015
16335,13,6,카일룸제왕,미,거,5세,56,조한별,495,86.4,17.3,혼4등급,1400M,20220219,2013-06-01,2160378090,50197089,0,0,3,17,3,0.1765,58,106,111,1642,275,0.1675
16336,4,3,카일룸제왕,미,거,5세,*52,조상범,498,46.2,7,혼4등급,1400M,20220116,2014-06-05,2160378090,50197089,0,0,3,16,3,0.1875,62,121,122,1517,305,0.2011
16337,13,4,카일룸제왕,미,거,4세,*52,이현종,501(9),22.4,5.6,혼4등급,1400M,20211219,2015-06-18,2160378090,50197089,0,0,3,15,3,0.2,178,149,166,1450,493,0.34
16338,11,5,카일룸제왕,미,거,4세,54,조한별,492(7),12.3,2.4,혼4등급,1700M,20211114,2013-06-01,2160378090,50197089,0,0,3,14,3,0.2143,55,106,108,1591,269,0.1691
16339,5,4,카일룸제왕,미,거,4세,*52,조상범,485(6),6.4,3.3,혼4등급,1400M,20211010,2014-06-05,2160378090,50197089,0,0,3,13,3,0.2308,62,114,117,1422,293,0.206
16340,3,2,카일룸제왕,미,거,4세,*51,임다빈,479(2),9999.9,9999.9,혼4등급,1400M,20210828,2020-07-17,2160378090,50197089,0,0,2,12,2,0.1667,31,29,31,370,91,0.2459
16341,12,7,카일룸제왕,미,거,4세,*52,박현우,477,70.5,11.5,혼4등급,1400M,20210718,2012-06-07,2160378090,50197089,0,0,2,11,2,0.1818,111,105,108,1719,324,0.1885
16342,3,7,카일룸제왕,미,거,4세,*52,박현우,480(-12),23.5,2.3,혼4등급,1400M,20210619,2012-06-07,2160378090,50197089,0,0,1,10,1,0.1,111,104,107,1699,322,0.1895
16343,5,10,카일룸제왕,미,거,4세,*52,박현우,492(3),559.2,17.1,혼4등급,1400M,20210515,2012-06-07,2160378090,50197089,0,0,1,9,1,0.1111,110,103,104,1674,317,0.1894
16344,8,1,카일룸제왕,미,거,4세,52.5,박현우,489,12.7,3.1,혼4등급,1200M,20210321,2012-06-07,2160378090,50197089,0,0,1,8,1,0.125,107,102,103,1637,312,0.1906
16345,9,8,카일룸제왕,미,거,4세,*52,유승완,491(9),9999.9,3.5,혼4등급,1400M,20210122,2007-06-01,2160378090,50197089,0,0,1,7,1,0.1429,373,333,393,4332,1099,0.2537
16346,3,10,카일룸제왕,미,거,3세,54,박현우,482(8),19.9,2.2,혼4등급,1200M,20201107,2012-06-07,2160378090,50197089,0,0,0,6,0,0,102,92,97,1532,291,0.1899
16347,11,12,카지노스타,한,암,4세,54,박상우,429(1),70.7,11.2,국6등급,1200M,20220417,2009-06-01,1052355418,26376560,0,0,0,8,0,0,91,148,154,2464,393,0.1595
16348,6,7,카지노스타,한,암,4세,54.5,황종우,428(5),218.6,16.7,국6등급,1200M,20220320,2007-05-19,1052355418,26376560,0,0,0,7,0,0,25,33,47,798,105,0.1316
16349,10,4,카지노스타,한,암,4세,54.5,부민호,423(3),187.6,28.3,국6등급,1200M,20220220,2007-06-01,1052355418,26376560,0,0,0,6,0,0,125,122,145,1866,392,0.2101
16350,8,6,카지노스타,한,암,4세,54.5,부민호,420,69,13.5,국6등급,1200M,20220115,2007-06-01,1052355418,26376560,0,0,0,5,0,0,124,119,144,1847,387,0.2095
16351,9,4,카지노스타,한,암,3세,54,박상우,422,275.3,41.7,국6등급,1200M,20211128,2009-06-01,1052355418,26376560,0,0,0,4,0,0,90,145,151,2409,386,0.1602
16352,9,1,카지노스타,한,암,3세,54,이동국,432(4),97.7,26.9,국6등급,1000M,20210522,0,1052355418,26376560,0,0,0,3,0,0,221,254,294,3415,769,0.2252
16353,12,1,카지노스타,한,암,3세,54.5,이동국,428,209.8,26.6,국6등급,1200M,20210314,0,1052355418,26376560,0,0,0,2,0,0,221,254,294,3391,769,0.2268
16354,11,11,카지노스타,한,암,2세,53,이동국,434(0),9999.9,3.5,국6등급,1200M,20201212,0,1052355418,26376560,0,0,0,1,0,0,221,253,294,3375,768,0.2276
16355,9,10,카히나,한,암,5세,54,조한별,458(-11),41.7,8.1,국4등급,1700M,20211113,2013-06-01,3707930092,136009587,2,2,2,20,6,0.3,55,106,108,1588,269,0.1694
16356,8,1,카히나,한,암,5세,52.5,조한별,469(4),9999.9,9999.9,국4등급,1400M,20210814,2013-06-01,3707930092,136009587,2,2,2,19,6,0.3158,53,102,103,1512,258,0.1706
16357,7,3,카히나,한,암,5세,55,박을운,465(9),60,5.7,국4등급,1200M,20210620,1998-06-15,3707930092,136009587,2,2,2,18,6,0.3333,423,408,353,3554,1184,0.3331
16358,12,6,카히나,한,암,5세,53.5,박을운,456,20.4,5,국4등급,1400M,20210411,1998-06-15,3707930092,136009587,2,2,2,17,6,0.3529,414,405,348,3483,1167,0.3351
16359,9,7,카히나,한,암,5세,56,박을운,460(5),8,1.8,국4등급,1200M,20210221,1998-06-15,3707930092,136009587,2,2,2,16,6,0.375,412,401,348,3448,1161,0.3367
16360,13,10,카히나,한,암,4세,54,박을운,455,9999.9,9999.9,국4등급,1400M,20201219,1998-06-15,3707930092,136009587,2,2,2,15,6,0.4,410,397,345,3414,1152,0.3374
16361,2,1,카히나,한,암,4세,53.5,박을운,457(5),12,2.1,국4등급,1300M,20201107,1998-06-15,3707930092,136009587,2,1,2,14,5,0.3571,408,390,339,3373,1137,0.3371
16362,13,8,캐논슈터,미,암,5세,51,문정균,525,91.8,15.3,국4등급,1400M,20210321,1998-06-15,1072836547,56532802,0,1,2,22,3,0.1364,442,529,534,6264,1505,0.2403
16363,12,1,캐논슈터,미,암,5세,*52,문정균,527(9),122.7,34.9,혼4등급,1400M,20210228,1998-06-15,1072836547,56532802,0,1,2,21,3,0.1429,441,529,534,6245,1504,0.2408
16364,8,9,캐논슈터,미,암,4세,52,하정훈,518,41.3,7.3,혼4등급,1400M,20201205,2015-06-18,1072836547,56532802,0,1,2,20,3,0.15,58,84,92,1246,234,0.1878
16365,11,8,캐논슈터,미,암,4세,52,정평수,520(4),20,7.5,혼4등급,1400M,20201023,1965-04-16,1072836547,56532802,0,1,2,19,3,0.1579,284,376,415,4826,1075,0.2228
16366,12,11,캐시백,한,수,3세,53,김옥성,517(2),41.5,10.8,국5등급,1200M,20220828,1987-04-01,1826932981,76500000,0,1,2,7,3,0.4286,549,662,758,8581,1969,0.2295
16367,11,8,캐시백,한,수,3세,53,이혁,515(0),42.2,9.2,국5등급,1200M,20220723,2011-08-24,1826932981,76500000,0,1,2,6,3,0.5,398,357,358,4351,1113,0.2558
16368,2,3,캐시백,한,수,3세,53,김아현,515(2),2.5,1.7,국6등급,1200M,20220612,2020-07-17,1826932981,76500000,0,0,2,5,2,0.4,21,39,34,544,94,0.1728
16369,3,10,캐시백,한,수,3세,56,빅투아르,513(6),7.5,1.5,국6등급,1200M,20220306,2017-07-05,1826932981,76500000,0,0,1,4,1,0.25,169,181,187,1678,537,0.32
16370,7,2,캐시백,한,수,3세,56,김귀배,507,3.4,1.3,국6등급,1000M,20220122,1979-04-11,1826932981,76500000,0,0,1,3,1,0.3333,323,324,383,4506,1030,0.2286
16371,5,8,캐시백,한,수,2세,55,김귀배,510(3),6.6,1.7,국6등급,1000M,20211205,1979-04-11,1826932981,76500000,0,0,1,2,1,0.5,322,324,382,4490,1028,0.229
16372,3,8,캐시백,한,수,2세,55,김귀배,507(8),69.8,10.3,국6등급,1000M,20211107,1979-04-11,1826932981,76500000,0,0,0,1,0,0,322,324,380,4479,1026,0.2291
16373,12,8,캐시백,한,수,2세,55,김귀배,499(1),105.2,16.9,국6등급,1000M,20210919,1979-04-11,1826932981,76500000,0,0,0,0,0,0,322,323,379,4467,1024,0.2292
16374,6,8,캐츠아이,한,수,2세,55,박태종,479,29,3,국6등급,1000M,20220903,1987-04-01,1851397600,170114942,0,0,1,1,1,1,2189,2024,1715,15122,5928,0.392
16375,11,10,캐츠우먼,한,암,2세,53,다비드,486(4),9.3,2.3,국6등급,1000M,20220917,2017-12-01,1851397600,28750000,0,0,0,3,0,0,137,154,150,1718,441,0.2567
16376,5,12,캐츠우먼,한,암,2세,53,임다빈,482(-12),209.2,24,국6등급,1000M,20220827,2020-07-17,1851397600,28750000,0,0,0,2,0,0,57,61,67,778,185,0.2378
16377,8,3,캐츠우먼,한,암,2세,53,김옥성,494,43.8,7.9,국6등급,1000M,20220723,1987-04-01,1851397600,28750000,0,0,0,1,0,0,547,658,757,8552,1962,0.2294
16378,14,10,캐치참,한,암,4세,53.5,최시대,463,45.7,5.9,국5등급,1200M,20220130,2007-05-18,2106636213,20752195,2,0,0,5,2,0.4,741,650,584,5571,1975,0.3545
16379,11,8,캐치참,한,암,3세,54.5,문세영,465(-13),4.4,2.5,국5등급,1200M,20210711,2001-07-06,2106636213,20752195,2,0,0,4,2,0.5,1701,1283,983,8180,3967,0.485
16380,6,4,캐치참,한,암,3세,53.5,문세영,478(16),2.8,1.7,국5등급,1200M,20210606,2001-07-06,2106636213,20752195,2,0,0,3,2,0.6667,1688,1277,978,8144,3943,0.4842
16381,5,1,캐치참,한,암,3세,53.5,문세영,462(11),1.7,1.2,국5등급,1200M,20210404,2001-07-06,2106636213,20752195,2,0,0,2,2,1,1676,1272,971,8090,3919,0.4844
16382,1,1,캐치참,한,암,3세,54.5,문세영,451,408.8,136.3,국6등급,1000M,20210115,2001-07-06,2106636213,20752195,1,0,0,1,1,1,1654,1261,963,8021,3878,0.4835
16383,1,7,캐치참,한,암,2세,53,문세영,459,1.3,1.1,국6등급,1200M,20201129,2001-07-06,2106636213,20752195,0,0,0,0,0,0,1648,1253,961,7994,3862,0.4831
16384,5,4,캔디여왕,한,암,4세,54,김태훈,456,29.8,4.2,국6등급,1200M,20220827,2013-06-01,1053354753,2400000,0,0,0,2,0,0,64,79,87,1125,230,0.2044
16385,7,3,캔디여왕,한,암,4세,54,김태훈,462,115.4,13.9,국6등급,1200M,20220730,2013-06-01,1053354753,2400000,0,0,0,1,0,0,63,79,86,1117,228,0.2041
16386,4,12,캠프세이버,한,암,3세,*52,유승완,441,26,5.2,국5등급,1700M,20220904,2007-06-01,395527187,135050000,0,1,2,10,3,0.3,432,387,465,4949,1284,0.2594
16387,7,8,캠프세이버,한,암,3세,51,오수철,444(6),10.5,2.7,국5등급,1200M,20220814,2022-07-01,395527187,135050000,0,1,2,9,3,0.3333,8,5,6,61,19,0.3115
16388,2,2,캠프세이버,한,암,3세,54,유승완,438,5.5,2.3,국6등급,1300M,20220703,2007-06-01,395527187,135050000,0,0,2,8,2,0.25,427,385,453,4875,1265,0.2595
16389,3,3,캠프세이버,한,암,3세,54,유승완,442(11),8.6,2.2,국6등급,1200M,20220604,2007-06-01,395527187,135050000,0,0,1,7,1,0.1429,422,379,450,4833,1251,0.2588
16390,3,3,캠프세이버,한,암,3세,54,유승완,431,2.4,1.1,국6등급,1200M,20220507,2007-06-01,395527187,135050000,0,0,0,6,0,0,417,376,445,4798,1238,0.258
16391,4,6,캠프세이버,한,암,3세,54,김용근,438,15.3,2.1,국6등급,1200M,20220410,2005-05-04,395527187,135050000,0,0,0,5,0,0,817,678,583,5241,2078,0.3965
16392,5,9,캠프세이버,한,암,3세,54,김용근,440,217.2,20.1,국6등급,1200M,20220313,2005-05-04,395527187,135050000,0,0,0,4,0,0,811,672,580,5205,2063,0.3963
16393,8,7,캠프세이버,한,암,3세,54,유승완,448,204.9,30.7,국6등급,1200M,20220213,2007-06-01,395527187,135050000,0,0,0,3,0,0,408,364,429,4699,1201,0.2556
16394,11,11,캠프세이버,한,암,3세,54,문성혁,449(-11),92.5,17.8,국6등급,1300M,20220109,2018-06-15,395527187,135050000,0,0,0,2,0,0,73,62,66,782,201,0.257
16395,9,7,캠프세이버,한,암,2세,53,유승완,460,240,38.7,국6등급,1000M,20211127,2007-06-01,395527187,135050000,0,0,0,1,0,0,400,353,420,4624,1173,0.2537
16396,8,11,캠프터치,한,암,5세,52,김효정,456,29.1,7.2,국4등급,1200M,20201206,2017-06-02,395527187,139282147,0,4,3,22,7,0.3182,45,55,59,806,159,0.1973
16397,9,2,캠프터치,한,암,5세,51,김아현,459(2),6.4,1,국4등급,1200M,20201023,2020-07-17,395527187,139282147,0,4,3,21,7,0.3333,1,7,5,76,13,0.1711
16398,10,1,캡틴베스트,한,거,4세,54,하정훈,465(0),85.1,10.8,국4등급,1400M,20201115,2015-06-18,4464612000,122395000,1,1,3,12,5,0.4167,58,84,92,1229,234,0.1904
16399,10,3,캡틴브라보,한,거,5세,57,박태종,443(3),15,3,혼4등급,1600M,20220917,1987-04-01,1333617566,0,4,1,3,25,8,0.32,2190,2026,1719,15135,5935,0.3921
16400,5,3,캡틴브라보,한,거,5세,56.5,박태종,440(9),4.2,2.4,혼4등급,1400M,20220702,1987-04-01,1333617566,0,4,1,3,24,8,0.3333,2183,2018,1709,15052,5910,0.3926
16401,2,7,캡틴브라보,한,거,5세,56,박태종,431(1),4.9,1.7,혼4등급,1700M,20220604,1987-04-01,1333617566,0,4,0,3,23,7,0.3043,2181,2016,1706,15030,5903,0.3927
16402,1,5,캡틴브라보,한,거,5세,57,박태종,430(-14),5.3,1.8,국5등급,1700M,20220507,1987-04-01,1333617566,0,3,0,3,22,6,0.2727,2179,2011,1703,15001,5893,0.3928
16403,1,4,캡틴브라보,한,거,5세,56,최범현,444(1),4.3,1.8,국5등급,1700M,20220410,2001-07-06,1333617566,0,2,0,3,21,5,0.2381,860,813,729,6895,2402,0.3484
16404,3,11,캡틴브라보,한,거,5세,53,장추열,443(7),4.6,1.6,국5등급,1700M,20220312,2010-06-09,1333617566,0,2,0,2,20,4,0.2,334,345,365,3390,1044,0.308
16405,3,2,캡틴브라보,한,거,5세,56,장추열,436(2),7.9,2.1,국5등급,1700M,20220212,2010-06-09,1333617566,0,2,0,1,19,3,0.1579,328,341,364,3346,1033,0.3087
16406,4,8,캡틴브라보,한,거,5세,52,박태종,434(1),11.2,3.2,국5등급,1400M,20220109,1987-04-01,1333617566,0,2,0,1,18,3,0.1667,2174,2004,1699,14949,5877,0.3931
16407,4,9,캡틴브라보,한,거,4세,52,유승완,433,5.8,1.7,국5등급,1200M,20211204,2007-06-01,1333617566,0,2,0,1,17,3,0.1765,400,356,422,4639,1178,0.2539
16408,4,12,캡틴브라보,한,거,4세,52,이성재,437(3),59.8,8.3,국5등급,1200M,20211107,2008-05-14,1333617566,0,2,0,1,16,3,0.1875,326,326,394,4175,1046,0.2505
16409,6,8,캡틴브라보,한,거,4세,52.5,문정균,434,42.8,3.5,국5등급,1200M,20211009,1998-06-15,1333617566,0,2,0,1,15,3,0.2,444,534,541,6406,1519,0.2371
16410,9,9,캡틴브라보,한,거,4세,52.5,문정균,441(6),9999.9,9999.9,국5등급,1300M,20210905,1998-06-15,1333617566,0,2,0,1,14,3,0.2143,444,533,540,6389,1517,0.2374
16411,3,5,캡틴브라보,한,거,4세,53,문정균,435(1),9999.9,9999.9,국5등급,1200M,20210815,1998-06-15,1333617566,0,2,0,0,13,2,0.1538,443,532,539,6368,1514,0.2378
16412,13,1,캡틴브라보,한,거,4세,53,박현우,434(1),99.1,78.3,국5등급,1300M,20210626,2012-06-07,1333617566,0,2,0,0,12,2,0.1667,111,104,108,1702,323,0.1898
16413,10,5,캡틴브라보,한,거,4세,52.5,박태종,433(5),43.6,9.1,국5등급,1400M,20210508,1987-04-01,1333617566,0,2,0,0,11,2,0.1818,2150,1988,1682,14800,5820,0.3932
16414,9,1,캡틴브라보,한,거,4세,54,박태종,428,38.1,4.5,국5등급,1700M,20210404,1987-04-01,1333617566,0,2,0,0,10,2,0.2,2148,1987,1679,14763,5814,0.3938
16415,4,12,캡틴브라보,한,거,4세,54,박태종,430,19.4,2.9,국5등급,1300M,20210228,1987-04-01,1333617566,0,2,0,0,9,2,0.2222,2141,1983,1675,14725,5799,0.3938
16416,8,11,캡틴브라보,한,거,4세,54.5,송재철,435(2),10.4,3.5,국5등급,1200M,20210108,2013-06-01,1333617566,0,2,0,0,8,2,0.25,190,225,229,2581,644,0.2495
16417,7,6,캡틴브라보,한,거,3세,54.5,박현우,433,11.7,1.9,국5등급,1300M,20201122,2012-06-07,1333617566,0,2,0,0,7,2,0.2857,103,96,100,1559,299,0.1918
16418,5,12,캡틴브라보,한,거,3세,56,박현우,438(7),23.2,8.5,국5등급,1400M,20201016,2012-06-07,1333617566,0,2,0,0,6,2,0.3333,100,91,96,1509,287,0.1902
